2,5,0,0,0,0,0,0,1,0
2,5,0,0,0,0,0,0,2,0
2,5,345,155,-577,122,-151,-59,3,0
2,5,524,258,-717,80,-13,-8,4,0
2,5,636,231,-729,55,18,1,5,0
2,5,489,224,-702,7,-16,52,6,0
2,5,482,444,-858,-13,-31,65,7,0
2,5,517,141,-748,-25,5,57,8,0
2,5,567,208,-752,-26,-6,32,9,0
2,5,616,155,-730,-12,25,23,10,0
2,5,640,308,-687,-28,13,0,11,0
2,5,589,246,-682,19,21,-17,12,0
2,5,635,215,-660,-5,-4,3,15,0
2,5,626,228,-668,-8,-3,10,16,0
2,5,538,295,-694,-1,0,21,17,0
2,5,594,241,-712,-14,22,40,18,0
2,5,657,167,-726,-26,7,41,19,0
2,5,673,199,-686,-24,-36,42,20,0
2,5,576,288,-671,-30,11,40,21,0
2,5,633,225,-665,-4,52,18,22,0
2,5,650,174,-668,-42,41,17,23,0
2,5,645,289,-637,-40,70,14,24,0
2,5,692,208,-631,-29,106,19,25,0
2,5,691,282,-599,-19,71,7,26,0
2,5,734,166,-604,-15,85,7,27,0
2,5,760,182,-578,-22,86,-14,28,0
2,5,744,306,-554,-28,121,-28,29,0
2,5,910,217,-499,0,103,-48,30,0
2,5,1015,423,-418,13,36,-95,31,0
2,5,960,374,-458,82,-7,-184,32,0
2,5,809,-29,-552,88,-2,-229,33,0
2,5,746,262,-572,118,-62,-182,34,0
2,5,490,220,-550,172,-46,-62,35,0
2,5,569,405,-647,138,8,-20,36,0
2,5,559,409,-691,68,-22,-15,37,0
2,5,646,378,-661,20,-9,-20,38,0
2,5,718,196,-667,15,-17,-7,39,0
2,5,656,305,-616,-7,-34,1,40,0
2,5,608,224,-679,-9,-7,1,41,0
2,5,598,237,-697,-25,-5,19,42,0
2,5,558,198,-697,-77,11,60,43,0
2,5,605,336,-599,-97,38,68,44,0
2,5,759,291,-582,-71,47,58,45,0
2,5,776,360,-528,-49,35,40,46,0
2,5,798,271,-586,-10,14,20,47,0
2,5,767,271,-615,-17,-19,11,48,0
2,5,698,349,-548,-93,-68,24,49,0
2,5,594,341,-572,-53,-57,32,50,0
2,5,660,296,-608,-25,-6,26,51,0
2,5,745,304,-599,-52,-23,29,52,0
2,5,685,414,-527,-10,-12,8,53,0
2,5,670,294,-612,-12,1,10,54,0
2,5,665,292,-607,-12,0,14,55,0
2,5,664,320,-615,-14,11,8,56,0
2,5,701,314,-603,-14,0,9,57,0
2,5,666,349,-503,-77,-16,25,58,0
2,5,634,283,-577,-12,1,9,59,0
2,5,686,276,-606,-9,5,10,60,0
2,5,679,305,-597,-7,4,9,61,0
2,5,738,282,-609,-9,-5,0,62,0
2,5,651,203,-684,-7,15,10,63,0
2,5,644,363,-594,-35,16,18,64,0
2,5,933,351,-280,-89,-104,89,2,0
2,5,950,343,-196,-163,-136,78,3,0
2,5,1024,346,-101,-215,-208,82,4,0
2,5,1226,393,36,-243,-323,84,5,0
2,5,1238,277,385,-212,-427,106,6,0
2,5,1273,410,763,-158,-376,153,7,0
2,5,562,629,1378,34,-193,243,8,0
