0,0,0,0,0,0,1,1
0,0,0,0,0,0,2,1
0,0,0,0,0,0,3,1
0,0,0,0,0,0,4,1
-314,1043,-430,108,97,31,5,1
-146,1081,-648,344,-29,27,6,1
-475,622,-448,296,-65,-13,7,1
-205,870,-404,286,65,8,8,1
-331,759,-708,297,-6,15,9,1
-156,770,-813,240,3,-36,10,1
-259,436,-664,262,-42,-16,11,1
55,542,-844,70,76,32,12,1
-30,373,-841,68,33,11,13,1
-115,348,-741,84,59,9,14,1
-79,209,-827,73,102,43,15,1
-73,68,-978,26,70,63,16,1
-26,261,-917,-14,108,74,17,1
97,419,-811,29,126,34,18,1
167,236,-1033,55,82,0,19,1
113,190,-980,15,56,2,20,1
70,331,-838,12,45,19,21,1
92,389,-809,39,87,3,22,1
222,293,-956,46,47,11,23,1
116,266,-904,20,30,13,24,1
203,341,-867,5,38,10,25,1
191,306,-872,29,7,8,26,1
160,255,-830,12,12,9,27,1
178,251,-804,7,17,14,28,1
210,328,-872,-15,34,9,29,1
214,319,-880,1,8,5,30,1
189,301,-834,15,5,9,31,1
204,304,-837,-4,17,11,32,1
220,329,-825,1,17,6,33,1
209,314,-820,18,-1,2,34,1
225,311,-845,13,17,6,35,1
181,276,-795,3,-4,2,36,1
237,329,-832,3,20,9,37,1
190,332,-790,2,3,2,38,1
254,324,-838,8,18,3,39,1
185,323,-799,5,8,3,40,1
272,332,-867,7,14,7,41,1
210,352,-789,-2,2,1,42,1
256,342,-813,30,-4,-1,43,1
185,312,-804,11,11,0,44,1
261,320,-839,9,1,2,45,1
223,360,-815,19,10,0,46,1
219,308,-803,15,-14,-7,47,1
222,299,-816,15,16,0,48,1
206,314,-800,1,0,0,49,1
249,325,-804,16,11,3,50,1
204,344,-798,12,2,-2,51,1
247,321,-825,21,8,-2,52,1
225,316,-814,17,7,0,53,1
232,349,-813,8,-6,-5,54,1
239,330,-818,25,4,-1,55,1
196,298,-804,10,1,-1,56,1
232,345,-793,12,10,0,57,1
233,317,-795,14,-2,-3,58,1
226,333,-821,12,17,0,59,1
226,311,-816,14,-7,-2,60,1
235,336,-796,18,4,2,61,1
198,336,-794,12,7,3,62,1
239,336,-820,12,9,2,63,1
261,356,-820,23,0,-3,64,1
190,298,-794,19,-6,0,65,1
912,334,365,-183,-112,-65,1,1
852,358,358,-181,-146,-51,2,1
746,371,399,-154,-109,-24,3,1
741,359,416,-153,-55,-13,4,1
721,402,368,-189,-78,-20,5,1
709,385,388,-175,-83,-2,6,1
811,388,561,-213,-95,3,7,1
582,480,1114,-116,-117,30,8,1
