AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Ema_Acc,Ema_Gyr,isDone,Activity
484,518,2126,-71,656,-171,1241,459,False,5
471,405,2085,-53,684,-155,1175,508,False,5
526,407,1992,-35,684,-130,1100,545,False,5
453,413,1772,-11,686,-123,875,576,False,5
451,342,1396,12,685,-101,506,599,False,5
382,356,1066,20,644,-87,187,609,False,5
247,315,648,23,616,-63,238,611,False,5
184,306,321,44,560,-21,519,601,False,5
58,249,4,69,467,-14,744,575,False,5
-99,156,-190,53,353,-20,734,531,False,5
-269,129,-300,2,290,-22,576,483,False,5
-301,218,-348,0,246,-2,490,436,False,5
-301,237,-405,57,189,5,442,388,False,5
-283,183,-440,64,133,-11,445,340,False,5
-302,161,-437,32,79,-26,444,289,False,5
-279,148,-452,20,58,-19,448,244,False,5
-321,120,-538,-51,108,-2,362,219,False,5
-169,64,-395,-149,-83,-29,565,210,False,5
-192,214,-318,-98,24,24,571,188,False,5
-215,220,-492,5,-51,17,419,161,False,5
-102,240,-589,9,-100,30,355,150,False,5
0,250,-599,4,-174,31,350,155,False,5
142,230,-519,-16,-257,42,414,176,False,5
295,137,-437,-27,-370,37,455,215,False,5
470,255,-281,-64,-475,5,395,268,False,5
1251,1149,450,-44,-513,-92,757,319,False,5
1023,537,615,308,-576,-3,308,385,False,5
1552,294,1423,154,-677,180,1126,452,False,5
1720,584,1824,29,-862,144,1574,536,False,5
2465,567,2364,19,-942,185,2462,621,False,5
3368,753,3228,36,-1117,224,3725,724,False,5
3913,1008,4187,89,-1251,333,4818,839,False,5
3910,858,4459,-20,-1117,341,4992,904,False,5
3462,567,4064,-403,-928,39,4368,926,False,5
3029,744,3621,-405,-791,-143,3779,921,False,5
3316,262,3017,-191,-720,-139,3490,888,False,5
3210,1,2803,-127,-814,-128,3261,877,False,5
2763,200,2903,-39,-892,-63,3012,880,False,5
2237,306,2752,42,-867,13,2559,878,False,5
1552,390,2461,-17,-806,-17,1935,863,False,5
985,288,1992,-148,-728,-144,1240,842,False,5
401,227,1760,-257,-679,-253,819,827,False,5
-61,203,1835,-174,-684,-282,847,813,False,5
-515,34,1750,-47,-586,-252,824,778,False,5
-654,-181,1862,-36,-440,-205,981,720,False,5
-750,-60,1453,-27,-209,-131,636,625,False,5
-429,20,1265,1,-53,-117,335,526,False,5
-192,-28,1311,54,14,-107,325,445,False,5
-5,-211,1141,66,257,-13,160,409,False,5
405,-158,923,20,502,28,20,427,False,5
914,-142,937,-7,562,47,316,455,False,5
1187,-14,1052,-41,575,93,586,480,False,5
1556,136,1248,-44,754,150,999,538,False,5
2219,280,1670,-38,911,199,1791,617,False,5
3149,353,2445,25,1028,262,1320,706,True,5
361,922,1684,-205,337,-106,953,260,False,5
297,691,1865,-102,455,-65,1010,302,False,5
260,697,2067,-65,527,-71,1196,349,False,5
204,513,2342,-77,604,-116,1406,403,False,5
237,424,2592,-113,711,-133,1637,468,False,5
427,242,2567,-95,785,-109,1613,534,False,5
535,95,2429,-75,814,-71,1489,591,False,5
641,136,2167,-28,815,-25,1263,636,False,5
591,173,1746,18,772,-20,851,663,False,5
622,208,1158,47,727,-20,330,676,False,5
490,217,725,28,637,-21,98,668,False,5
367,153,361,7,539,-39,462,642,False,5
203,120,126,-27,424,-30,732,599,False,5
82,176,-7,-8,334,3,805,546,False,5
-26,202,-154,45,264,32,744,490,False,5
-79,200,-317,80,211,45,616,438,False,5
-125,186,-388,65,140,29,551,382,False,5
-148,196,-354,-37,62,14,569,320,False,5
-245,188,-366,-81,68,-12,521,277,False,5
-236,271,-358,-104,140,9,492,256,False,5
-224,300,-324,-21,-11,-17,504,211,False,5
-74,220,-448,62,-93,-30,495,192,False,5
115,159,-489,44,-135,-28,473,182,False,5
201,178,-473,20,-220,-46,456,190,False,5
350,226,-328,1,-349,-72,469,223,False,5
534,339,-142,61,-464,-83,351,274,False,5
779,301,209,115,-563,-51,139,334,False,5
1041,293,477,147,-605,5,181,392,False,5
1518,373,1053,162,-624,42,884,442,False,5
2186,259,1917,76,-874,12,1919,529,False,5
2722,349,2637,65,-995,49,2805,623,False,5
3803,414,3859,172,-1184,141,4433,739,False,5
4114,469,4983,182,-1291,258,5478,857,False,5
3400,187,4872,-15,-1150,204,4944,919,False,5
2992,23,4250,-402,-830,-172,4197,923,False,5
3222,218,3594,-329,-672,-348,3831,903,False,5
3711,-282,3149,-130,-755,-338,3875,890,False,5
3434,-260,3390,-56,-950,-301,3832,911,False,5
2725,-69,3334,134,-1008,-114,3306,934,False,5
2158,132,3075,187,-940,26,2758,938,False,5
1519,281,2631,51,-881,-45,2050,927,False,5
812,214,2253,-116,-785,-207,1404,906,False,5
182,89,2009,-181,-683,-273,1019,876,False,5
-376,28,2019,-114,-586,-278,1053,832,False,5
-729,-91,1820,-35,-509,-223,962,777,False,5
-1137,-149,1571,-2,-237,-163,944,679,False,5
-916,-172,1467,-11,-35,-100,738,564,False,5
-290,174,1376,84,423,49,416,422,False,5
401,271,1265,121,624,68,354,465,False,5
954,196,1492,187,758,61,781,529,False,5
1651,-31,1586,164,748,65,1289,576,False,5
2004,-111,2007,115,844,53,1838,632,False,5
2647,-170,2585,46,901,50,2703,686,False,5
3225,-103,3137,-14,997,58,3500,748,False,5
3667,-155,3484,-46,1075,88,4060,814,False,5
3909,32,3463,-77,1093,113,4222,871,False,5
4058,306,3881,28,954,176,4623,891,False,5
4048,595,4448,243,840,250,3465,895,True,5
483,1045,1611,-92,277,-117,980,122,False,5
694,1093,1735,27,455,-121,1164,191,False,5
715,890,2185,-25,586,-173,1465,275,False,5
918,826,2401,-93,650,-225,1699,359,False,5
970,643,2914,-178,808,-259,2137,460,False,5
1147,457,3264,-189,917,-209,2489,560,False,5
1281,372,3273,-159,997,-143,2534,652,False,5
1386,336,2952,-120,1037,-89,2278,731,False,5
1348,294,2331,-90,1027,-55,1708,791,False,5
1407,357,1525,-76,964,-35,1105,826,False,5
1181,328,878,-36,832,14,507,827,False,5
920,307,300,54,686,44,15,799,False,5
776,217,-179,74,547,23,174,750,False,5
544,196,-448,13,358,-34,268,672,False,5
319,229,-509,-21,181,-63,357,576,False,5
138,229,-495,1,93,-46,437,481,False,5
42,212,-505,36,52,-22,450,398,False,5
14,157,-542,36,-8,-18,435,326,False,5
-66,160,-696,26,-61,-9,282,274,False,5
-214,245,-94,-235,44,-42,661,268,False,5
24,276,-605,31,-55,34,334,228,False,5
191,231,-636,98,-192,37,296,226,False,5
357,213,-649,62,-314,12,229,245,False,5
602,147,-424,0,-457,-43,249,288,False,5
844,177,-77,3,-589,-59,134,348,False,5
1027,267,278,92,-630,-7,96,406,False,5
1445,264,751,121,-794,46,649,485,False,5
2033,442,1406,138,-718,162,1511,538,False,5
2792,532,2364,63,-876,236,2696,612,False,5
3547,817,3090,135,-993,322,3774,700,False,5
4299,862,4358,97,-1251,371,5181,821,False,5
4215,710,4977,-111,-1194,268,5560,903,False,5
3304,493,4718,-536,-959,-184,4780,945,False,5
2975,495,4128,-462,-724,-444,4112,949,False,5
3469,153,3570,-152,-687,-366,3980,917,False,5
3601,-176,3313,44,-894,-210,3896,918,False,5
3129,42,3610,141,-1065,-98,3777,950,False,5
2472,206,3550,170,-1027,1,3330,968,False,5
1719,362,3021,69,-944,-42,2494,963,False,5
762,310,2563,-123,-817,-222,1691,942,False,5
131,32,2055,-210,-689,-379,1059,916,False,5
-225,-184,1867,-172,-607,-413,889,883,False,5
-658,-402,2109,-121,-617,-387,1245,854,False,5
-1100,-505,2075,-78,-396,-301,1402,784,False,5
-807,-690,1798,-65,-49,-158,1088,662,False,5
-659,-404,1734,-59,114,-53,898,557,False,5
-407,-158,1664,29,312,30,720,509,False,5
87,-229,1564,144,486,102,583,510,False,5
534,-285,1514,183,683,144,630,552,False,5
1355,-343,1742,192,854,160,1233,620,False,5
2241,-471,2305,226,964,180,2249,697,False,5
3136,-613,2899,19,1114,141,3314,782,False,5
3908,-130,3764,-118,1269,152,4427,882,False,5
4444,-42,3558,-51,1267,221,4693,963,False,5
4432,183,3784,-2,1155,268,4830,1007,False,5
4594,802,4223,272,954,335,5291,1015,False,5
4289,460,3897,232,836,124,4813,987,False,5
3844,807,3822,-40,805,-133,4480,953,False,5
3246,766,3353,-180,838,-250,3729,941,False,5
2834,635,2833,-170,804,-178,3751,920,True,5
490,976,1334,-131,263,-128,724,166,False,5
393,990,1649,-120,360,-157,963,215,False,5
394,995,1982,-129,452,-201,1252,274,False,5
347,790,2304,-178,553,-262,1460,347,False,5
426,611,2579,-144,678,-222,1684,423,False,5
610,496,2681,-70,769,-161,1793,496,False,5
702,464,2572,0,816,-118,1706,561,False,5
780,429,2360,26,833,-111,1522,617,False,5
802,419,1915,31,844,-115,1118,664,False,5
776,397,1316,38,823,-111,578,697,False,5
799,260,680,37,749,-93,80,709,False,5
588,152,269,41,593,-78,335,687,False,5
386,126,-15,44,458,-65,593,642,False,5
183,106,-204,21,366,-42,706,587,False,5
126,167,-337,15,271,-24,603,524,False,5
-12,161,-441,37,176,-15,530,455,False,5
-115,144,-465,32,112,-6,499,387,False,5
-163,181,-466,28,76,-1,474,326,False,5
-201,179,-506,22,41,0,426,270,False,5
8,92,-377,-37,-104,-13,611,238,False,5
-137,184,-498,-184,-36,-30,451,228,False,5
-96,226,-382,-89,-10,-40,545,202,False,5
8,230,-439,-18,-116,-28,504,185,False,5
570,190,-394,-8,-361,-27,281,232,False,5
888,263,-84,-3,-552,-37,70,296,False,5
1098,329,345,75,-666,-23,197,371,False,5
1533,370,875,124,-693,64,803,438,False,5
2218,390,1629,90,-777,118,1779,508,False,5
2899,459,2505,109,-947,159,2858,600,False,5
3753,611,3623,131,-1119,244,4252,710,False,5
4340,843,5115,157,-1300,386,5760,841,False,5
3799,599,5296,-39,-1191,350,5545,921,False,5
2902,517,4726,-486,-885,-91,4569,939,False,5
2957,456,3825,-342,-677,-236,3856,910,False,5
3763,-535,3199,-192,-699,-203,3967,878,False,5
3750,-394,3312,-117,-933,-155,4018,893,False,5
3211,-96,3608,47,-1097,-34,3830,934,False,5
2661,145,3477,39,-1106,0,3380,968,False,5
2107,368,3056,-109,-1086,-140,2730,994,False,5
1439,307,2809,-253,-1064,-338,2171,1024,False,5
371,113,2647,-316,-970,-393,1675,1038,False,5
-465,99,2598,-249,-755,-361,1641,1005,False,5
-735,-413,2383,-243,-547,-366,1527,944,False,5
-992,-802,2253,-184,-164,-245,1589,824,False,5
-803,-742,2086,-65,103,-81,1355,689,False,5
-444,-648,1821,64,303,47,983,613,False,5
-7,-597,1593,100,430,120,701,582,False,5
399,-537,1546,75,621,159,684,595,False,5
1022,-622,1851,26,795,212,1203,640,False,5
1969,-453,2185,34,895,259,1975,698,False,5
2673,-230,2543,88,969,327,2696,764,False,5
3599,-295,3317,52,1156,340,3903,852,False,5
4447,-24,3897,-17,1197,299,4912,928,False,5
4677,175,4050,-42,1183,274,5189,985,False,5
4833,762,4515,138,1109,314,5657,1020,False,5
5087,922,4471,253,1039,168,5835,1033,False,5
4706,747,4069,24,999,-117,5265,1027,False,5
4204,730,3676,-110,958,-211,4413,1019,True,5
684,1514,1303,-142,-11,-221,1111,156,False,5
298,1363,2015,-275,339,-340,1450,235,False,5
560,1291,2447,-357,600,-372,1822,346,False,5
731,1088,2752,-235,735,-352,2048,447,False,5
986,707,3177,-118,883,-276,2400,544,False,5
1223,507,3197,-170,940,-273,2460,633,False,5
1355,533,3101,-190,993,-232,2425,714,False,5
1404,428,2724,-156,1015,-170,2094,779,False,5
1409,345,2065,-149,970,-123,1523,821,False,5
1256,406,1409,-125,899,-60,930,838,False,5
1095,421,802,-43,788,-11,421,828,False,5
887,382,293,25,637,7,9,790,False,5
695,324,-137,45,522,6,221,737,False,5
546,277,-448,-12,395,-19,241,668,False,5
325,317,-577,-37,219,-26,265,579,False,5
153,312,-593,-8,119,-30,312,488,False,5
78,236,-550,17,62,-37,396,405,False,5
4,170,-524,-8,-6,-35,449,331,False,5
-22,177,-540,-5,-44,-11,431,274,False,5
10,178,-569,6,-88,8,403,236,False,5
115,188,-610,2,-145,22,351,218,False,5
273,219,-585,-2,-223,29,318,219,False,5
462,231,-512,-1,-335,24,272,242,False,5
679,253,-307,-16,-489,-14,213,292,False,5
993,292,81,-3,-645,-39,38,362,False,5
1293,334,576,73,-731,-3,454,437,False,5
1748,379,1120,116,-728,97,1110,498,False,5
2677,459,1713,116,-828,169,2211,569,False,5
3382,629,2957,140,-1077,221,3536,676,False,5
4148,884,4186,170,-1237,343,4959,800,False,5
4654,1079,5155,129,-1311,418,6028,916,False,5
3899,694,4926,-347,-1084,47,5320,961,False,5
2867,793,4515,-647,-857,-463,4406,1002,False,5
3185,704,3603,-309,-649,-507,3860,977,False,5
3566,44,3215,27,-746,-313,3801,944,False,5
3088,86,3498,196,-946,-122,3666,949,False,5
2566,301,3498,329,-982,113,3348,968,False,5
2006,594,3063,234,-926,145,2709,967,False,5
1216,595,2586,-28,-876,-83,1918,950,False,5
333,500,2461,-197,-786,-304,1533,933,False,5
-502,138,2330,-181,-610,-378,1387,894,False,5
-1012,-137,2260,-104,-490,-368,1480,839,False,5
-1179,-443,1968,-36,-264,-279,1336,748,False,5
-1426,-474,1647,-14,10,-167,1229,632,False,5
-1083,-389,1347,62,216,-51,771,551,False,5
-644,-353,1216,117,298,0,420,505,False,5
-199,-376,1280,116,413,32,348,490,False,5
375,-397,1425,87,584,70,526,511,False,5
965,-402,1604,69,685,107,914,548,False,5
1468,-301,1945,29,754,123,1455,591,False,5
2106,-167,2490,21,863,161,2265,648,False,5
2946,-26,3316,4,983,158,3435,717,False,5
3525,-72,3407,-38,1072,155,3902,790,False,5
4274,864,4104,69,931,76,4988,888,False,5
4189,1095,3995,58,885,-33,4891,888,False,5
3578,796,3506,-89,864,-177,4072,887,False,5
3204,860,3289,-120,860,-136,3671,885,False,5
2863,951,2686,70,799,-3,3635,869,True,5
524,1441,1536,-399,213,-315,1170,360,False,5
279,1304,2200,-469,423,-417,1572,439,False,5
206,1236,2619,-391,594,-420,1903,516,False,5
511,658,2756,-214,748,-320,1879,581,False,5
673,550,2979,-101,814,-240,2103,636,False,5
907,456,2955,-58,866,-203,2124,687,False,5
1012,447,2691,-64,871,-189,1909,728,False,5
1052,405,2409,-52,846,-175,1659,755,False,5
1068,396,1861,-37,839,-134,1181,774,False,5
996,280,1219,-35,781,-97,598,777,False,5
888,257,645,-15,708,-45,127,763,False,5
737,240,156,36,605,0,209,731,False,5
622,157,-246,43,486,11,312,683,False,5
447,156,-567,32,312,8,261,609,False,5
249,173,-596,19,193,0,331,525,False,5
126,176,-552,10,105,-5,407,441,False,5
3,179,-528,15,49,5,442,363,False,5
-47,185,-589,21,23,28,380,299,False,5
-2,223,-641,25,-21,39,321,249,False,5
71,211,-672,13,-94,24,292,218,False,5
275,135,-900,-295,-54,-47,49,235,False,5
88,252,-491,-41,-227,-10,441,234,False,5
416,315,-331,11,-352,-17,382,258,False,5
824,291,-274,94,-476,-33,84,303,False,5
983,262,47,99,-573,-36,18,359,False,5
1324,355,426,111,-770,-42,435,443,False,5
2055,520,928,190,-901,-18,1314,538,False,5
2725,808,1681,256,-1045,53,2302,646,False,5
3588,1158,2390,316,-1143,175,3463,756,False,5
4791,1423,2915,360,-1219,330,4785,867,False,5
5924,1599,4028,250,-1335,326,6339,973,False,5
5147,1259,4278,-60,-1268,172,5810,1035,False,5
4279,860,4130,-524,-1052,-231,5008,1067,False,5
3676,1277,3661,-383,-807,-389,4342,1048,False,5
3721,723,3018,78,-687,-251,3845,985,False,5
3169,155,2825,251,-752,-61,3248,947,False,5
2443,294,2835,386,-749,167,2753,930,False,5
1826,443,2414,442,-684,353,2059,921,False,5
1539,553,1639,253,-609,312,1315,882,False,5
1172,123,1398,-356,-656,-92,828,856,False,5
452,300,1880,-618,-679,-326,956,880,False,5
-345,420,2177,-351,-617,-307,1243,858,False,5
-932,260,2172,-34,-502,-165,1377,792,False,5
-1265,106,1840,39,-169,-65,1235,671,False,5
-892,168,1545,68,103,-44,791,563,False,5
-587,147,1379,83,183,-42,505,491,False,5
-350,-45,1283,94,314,-43,330,459,False,5
1076,-226,1601,87,683,68,942,527,False,5
1677,-163,1934,76,767,117,1565,577,False,5
2348,-55,2298,44,887,128,2285,641,False,5
3225,-52,2785,-45,909,48,3261,695,False,5
3876,-196,3175,-203,915,12,4014,743,False,5
4277,8,3805,-367,832,18,4724,776,False,5
4713,762,3968,-301,873,190,5207,809,False,5
5452,1345,3823,-140,903,247,5793,837,False,5
5083,1451,3237,-97,947,183,5198,863,False,5
4563,1054,2492,-153,926,91,4304,879,False,5
3719,1218,1895,-132,785,120,3914,864,True,5
665,880,1365,-61,288,-134,754,126,False,5
555,799,1558,-81,404,-139,836,187,False,5
656,909,1717,-105,506,-147,1050,257,False,5
543,837,2062,-156,539,-214,1290,326,False,5
421,879,2349,-163,667,-205,1543,404,False,5
420,775,2513,-123,754,-202,1663,481,False,5
494,616,2476,-134,835,-189,1598,558,False,5
606,565,2283,-113,883,-167,1428,627,False,5
676,397,1886,-31,919,-114,1042,687,False,5
803,274,1246,33,911,-64,507,732,False,5
746,223,639,45,807,-35,7,747,False,5
577,137,197,82,661,-16,375,731,False,5
58,131,-306,-15,240,-23,662,542,False,5
-71,158,-342,5,164,1,616,466,False,5
-187,181,-382,16,109,22,537,395,False,5
-241,171,-435,8,72,19,474,331,False,5
-296,193,-441,-11,26,9,434,270,False,5
-320,210,-435,-20,-6,-1,420,220,False,5
-219,168,-434,-111,-27,-18,485,199,False,5
-360,299,-395,-170,46,-24,387,195,False,5
-4,225,-452,-62,-72,-20,495,175,False,5
124,307,-538,-19,-129,-15,368,166,False,5
366,261,-481,9,-262,-37,341,186,False,5
569,205,-337,37,-448,-67,307,239,False,5
789,210,-79,73,-640,-87,179,321,False,5
1192,240,360,111,-777,-89,268,415,False,5
1505,272,960,147,-885,-34,805,511,False,5
1917,434,1400,184,-881,91,1413,589,False,5
2743,570,1911,196,-910,194,2391,661,False,5
3736,672,2813,198,-1116,250,3724,761,False,5
4555,936,4073,163,-1271,322,5181,873,False,5
3948,942,4310,87,-1110,359,4920,932,False,5
3303,704,3937,-282,-759,105,4187,909,False,5
2952,562,3418,-353,-590,-123,3551,866,False,5
3633,87,2978,-189,-508,-82,3698,803,False,5
3983,158,3045,-43,-778,41,4016,798,False,5
3402,389,3326,58,-1026,134,3773,846,False,5
2692,509,3329,-22,-1026,128,3311,883,False,5
1982,751,3031,-143,-927,9,2698,894,False,5
1025,534,2738,-286,-855,-189,1971,899,False,5
102,337,2170,-262,-662,-258,1198,871,False,5
-318,268,1706,-48,-470,-139,755,795,False,5
-526,188,1380,107,-425,-54,488,724,False,5
-688,44,1250,80,-390,-78,427,660,False,5
-851,43,1155,-50,-272,-117,435,588,False,5
-834,41,1177,-122,-147,-168,443,521,False,5
-767,-34,1192,-70,-21,-130,417,447,False,5
-510,-108,1078,-2,170,-23,197,391,False,5
-72,-30,1006,2,319,20,9,377,False,5
314,-7,1041,-18,406,28,87,383,False,5
686,12,1220,-14,499,57,399,406,False,5
1244,148,1471,34,634,113,932,454,False,5
1838,355,1702,35,738,110,1530,512,False,5
2435,253,1965,-51,936,50,2139,597,False,5
3588,339,2627,-112,911,52,3459,662,False,5
3466,480,2465,-106,987,113,3280,729,False,5
3701,591,2448,-133,1027,127,3476,792,False,5
3898,825,2697,-55,888,143,2530,813,True,5
228,1221,1926,-256,248,-139,1291,158,False,5
78,1401,2127,-209,470,-156,1548,233,False,5
284,1011,2404,-120,594,-197,1623,314,False,5
359,687,2682,-123,714,-204,1791,402,False,5
516,539,2976,-129,816,-196,2068,491,False,5
644,276,3063,-115,897,-162,2142,576,False,5
800,200,3066,-57,953,-100,2174,653,False,5
974,138,2580,-23,998,-54,1761,722,False,5
1213,197,1788,11,989,-20,1169,775,False,5
1148,122,988,-11,892,-9,519,798,False,5
945,150,438,17,755,20,52,790,False,5
776,188,-16,44,596,33,201,751,False,5
629,184,-392,46,438,17,236,689,False,5
410,151,-546,6,262,-18,300,603,False,5
204,210,-512,-18,145,-31,410,512,False,5
116,240,-469,3,68,-17,460,424,False,5
81,210,-472,19,17,0,477,344,False,5
83,201,-532,5,-20,14,425,280,False,5
161,257,-958,-10,-53,27,4,236,False,5
-322,153,-201,-226,208,40,590,250,False,5
383,289,-425,-77,-194,-46,359,243,False,5
448,270,-295,-19,-337,-48,399,262,False,5
734,257,-171,43,-494,-83,203,310,False,5
944,281,253,140,-750,-89,16,401,False,5
1317,186,707,105,-712,0,506,465,False,5
1652,330,1021,52,-801,21,969,532,False,5
2424,445,1703,85,-940,47,1995,615,False,5
3288,539,2760,156,-1125,124,3326,720,False,5
4352,757,4059,176,-1315,255,4999,846,False,5
4845,1213,5503,207,-1404,367,6431,970,False,5
3502,649,4713,-226,-1086,132,4907,999,False,5
2364,1106,4408,-576,-788,-404,4122,1010,False,5
2875,695,3320,-312,-466,-474,3446,955,False,5
3624,-71,2598,-7,-505,-297,3459,881,False,5
3145,-67,2943,143,-836,-136,3307,876,False,5
2452,8,3248,270,-929,49,3069,894,False,5
1843,291,2986,202,-857,108,2521,893,False,5
1092,375,2495,-29,-771,-59,1749,869,False,5
532,38,2060,-226,-622,-307,1127,841,False,5
171,-52,1642,-258,-502,-374,651,808,False,5
-287,-106,1628,-142,-482,-325,656,766,False,5
-793,-148,1600,10,-427,-216,791,708,False,5
-966,-269,1569,26,-320,-129,862,636,False,5
-589,-188,1193,50,171,5,343,396,False,5
-279,-194,1127,88,293,49,177,378,False,5
81,-299,1138,92,396,96,179,386,False,5
532,-334,1279,97,502,138,424,414,False,5
1161,-289,1606,126,615,182,1002,462,False,5
1564,-258,1528,97,766,242,1201,531,False,5
2260,-10,1999,88,833,242,2017,599,False,5
2811,-128,2400,128,893,245,2698,666,False,5
3230,-76,2538,30,964,202,3108,730,False,5
3396,340,3029,39,891,160,3563,765,False,5
3575,46,3533,135,874,159,4026,791,False,5
3730,263,3339,91,925,132,4013,821,False,5
3586,596,3477,181,827,108,4030,827,False,5
3576,556,3342,299,814,74,3926,835,False,5
3339,438,2741,193,774,-97,3241,829,True,5
204,1013,1630,-76,138,-26,929,149,False,5
163,947,1857,-115,290,-107,1090,185,False,5
275,865,2072,-118,431,-126,1262,241,False,5
436,783,2285,-84,545,-137,1454,306,False,5
639,742,2552,-86,654,-160,1733,380,False,5
853,697,2822,-99,777,-157,2029,464,False,5
991,749,3102,-75,837,-154,2341,542,False,5
1170,552,3105,-40,928,-134,2363,621,False,5
1203,605,2806,-39,974,-128,2112,693,False,5
1159,537,2227,-39,979,-121,1567,752,False,5
1063,359,1569,-50,932,-106,928,789,False,5
936,255,988,-50,853,-61,384,802,False,5
838,165,464,19,746,5,28,791,False,5
711,97,46,90,615,49,280,757,False,5
608,43,-319,93,465,44,312,701,False,5
504,75,-493,46,307,23,290,623,False,5
369,131,-557,24,181,9,319,535,False,5
337,140,-580,50,110,14,314,452,False,5
312,112,-614,42,25,19,302,372,False,5
326,167,-663,22,-34,27,242,307,False,5
565,324,-734,-236,-131,-28,18,300,False,5
339,260,-424,-121,-143,-30,398,277,False,5
604,374,-501,73,-352,-56,130,294,False,5
956,225,-340,146,-438,-78,39,329,False,5
1064,133,0,140,-612,-71,72,389,False,5
1159,111,485,98,-751,-38,261,463,False,5
1541,260,984,60,-804,35,846,531,False,5
2131,361,1398,129,-886,99,1574,605,False,5
2969,436,2567,180,-1084,172,2948,706,False,5
3396,673,3685,151,-1215,297,4056,817,False,5
4243,940,4346,172,-1203,429,5146,911,False,5
4015,952,4851,46,-1203,420,5368,984,False,5
3296,814,4331,-362,-919,76,4503,985,False,5
2908,782,3766,-430,-720,-200,3821,960,False,5
3262,440,3235,-245,-670,-202,3615,916,False,5
3297,213,2966,-88,-781,-102,3439,891,False,5
2790,517,3107,38,-908,17,3207,895,False,5
2269,693,2968,83,-895,79,2799,896,False,5
1644,715,2603,-34,-828,-26,2160,882,False,5
803,547,2279,-181,-774,-220,1477,871,False,5
-8,391,2080,-175,-616,-321,1116,840,False,5
-452,73,1791,-118,-463,-325,848,787,False,5
-861,-26,1585,-42,-335,-269,803,716,False,5
-1028,-322,1375,19,-157,-221,746,627,False,5
-1069,-320,1268,22,-19,-156,689,533,False,5
-845,-289,1125,58,144,-75,436,461,False,5
-502,-313,1013,90,258,-23,173,423,False,5
-131,-360,1052,78,339,-4,119,408,False,5
302,-396,1250,53,439,29,345,415,False,5
746,-353,1430,4,552,73,651,443,False,5
1226,-141,1818,-18,667,110,1197,489,False,5
1984,-16,2462,-5,818,159,2161,558,False,5
2609,116,2895,34,900,183,2898,630,False,5
3192,269,3316,-12,1011,137,3610,708,False,5
3813,649,3695,-42,991,60,4349,765,False,5
4078,801,3822,-120,939,-13,4646,801,False,5
4036,884,3949,-157,917,-28,4715,827,False,5
3934,752,3877,-162,917,-11,4574,847,False,5
3695,543,3500,-128,901,65,4118,860,False,5
3169,548,2928,-26,831,168,3556,858,True,5
251,963,1707,-105,309,-87,975,144,False,5
344,867,1956,-77,460,-105,1167,211,False,5
382,673,2194,-80,573,-130,1326,287,False,5
450,560,2493,-130,660,-165,1594,368,False,5
548,449,2912,-124,783,-142,1996,455,False,5
715,241,2826,-62,827,-84,1924,531,False,5
738,250,2808,-11,845,-58,1914,594,False,5
819,321,2530,7,855,-65,1678,646,False,5
870,405,2089,23,848,-74,1298,687,False,5
1032,526,1374,12,858,-79,797,722,False,5
920,352,675,-22,795,-55,194,737,False,5
770,356,199,26,650,-24,128,719,False,5
586,256,-237,67,492,-16,318,675,False,5
54,194,-506,13,103,-39,455,446,False,5
-73,166,-467,40,51,-28,499,371,False,5
-44,121,-329,19,57,-5,646,308,False,5
-153,106,-337,-49,0,2,615,256,False,5
-162,273,-446,4,23,19,452,211,False,5
-21,272,-498,32,-74,26,432,186,False,5
84,226,-599,43,-98,36,354,171,False,5
312,207,-602,17,-178,28,291,173,False,5
559,189,-478,-12,-332,1,240,204,False,5
769,259,-208,6,-517,-37,162,267,False,5
1103,265,178,69,-703,-64,148,355,False,5
1484,324,696,138,-824,-29,670,451,False,5
1978,466,1332,190,-907,44,1429,546,False,5
2594,620,2120,228,-956,141,2406,635,False,5
3308,807,2714,205,-1040,236,3354,725,False,5
4340,877,3625,190,-1140,305,4722,819,False,5
5171,848,4878,95,-1276,336,6159,919,False,5
4230,856,5163,-97,-1126,280,5729,968,False,5
3661,677,4437,-324,-901,28,4792,966,False,5
3456,833,3870,-263,-731,-79,4254,929,False,5
3894,195,3408,-144,-748,-61,4178,896,False,5
3523,192,3468,-113,-906,-11,3947,899,False,5
2687,599,3552,29,-963,143,3493,914,False,5
1938,870,3131,65,-946,200,2783,925,False,5
1017,852,2543,-116,-831,23,1868,907,False,5
251,723,2047,-230,-706,-175,1185,878,False,5
-225,361,1769,-240,-569,-298,819,839,False,5
-725,188,1681,-195,-508,-332,840,799,False,5
-1093,23,1499,-72,-393,-291,855,738,False,5
-1137,-260,1467,-21,-268,-245,874,663,False,5
-935,-311,1340,33,-70,-158,663,565,False,5
-735,-235,1118,37,89,-67,358,475,False,5
-371,-30,989,48,256,-17,56,432,False,5
16,67,868,86,362,9,129,420,False,5
282,-82,747,55,433,3,197,423,False,5
379,-152,887,-13,469,-6,23,432,False,5
903,-51,1305,-23,526,17,587,451,False,5
1358,-48,1725,36,682,71,1195,498,False,5
2171,-117,2405,11,874,102,2242,574,False,5
3218,-126,3366,-62,1049,108,3658,670,False,5
4146,71,4119,-99,1225,161,4844,784,False,5
4778,243,4466,-10,1374,275,5544,907,False,5
5113,455,4544,121,1276,307,5855,989,False,5
4796,828,4551,389,1110,315,5663,1035,False,5
