Count,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Ema_Acc,Ema_Gyr,Activity
8,3629,1074,-335,363,-848,-219,2799,703,7
9,3134,915,-191,347,-819,-207,2270,745,7
10,2619,790,-49,355,-760,-171,1735,767,7
11,2279,747,49,387,-672,-132,1398,771,7
12,1878,662,113,420,-615,-103,994,767,7
13,1428,526,122,407,-536,-90,526,749,7
14,1168,514,237,396,-439,-73,297,718,7
15,888,530,299,537,-332,-24,76,701,7
16,885,236,76,620,-251,31,80,694,7
17,950,-24,96,528,-297,117,44,678,7
18,885,94,387,370,-407,196,29,659,7
19,1033,406,671,409,-412,258,296,654,7
20,1274,283,1095,412,-465,321,703,663,7
21,1072,120,1213,284,-411,395,623,658,7
22,278,1118,16,669,6,325,152,675,7
23,1232,1335,-33,1202,528,203,816,805,7
24,1558,394,17,1391,302,321,607,936,7
25,1333,248,-633,807,389,535,496,957,7
26,1306,1254,-834,328,505,672,993,946,7
27,1934,2395,-792,495,622,621,2178,958,7
28,2423,1984,-597,800,588,510,2188,990,7
29,1735,1071,-924,778,789,364,1238,1025,7
30,2302,1666,-1106,534,861,382,2049,1036,7
31,2256,2124,-1861,744,1049,230,2614,1090,7
32,2503,1645,-1756,1008,847,-52,2471,1135,7
33,2000,916,-1742,893,438,-271,1805,1114,7
34,2088,805,-1652,600,354,-491,1781,1062,7
35,2399,692,-1040,486,182,-627,1704,1012,7
36,2275,494,-505,554,120,-687,1382,987,7
37,2318,150,-310,575,152,-649,1343,966,7
38,1988,-23,-348,479,106,-568,1018,923,7
39,1721,39,-238,402,93,-474,737,864,7
40,1516,0,-162,411,68,-358,524,801,7
41,1264,-147,-203,366,29,-246,288,729,7
42,1074,-175,-264,188,3,-164,119,633,7
43,961,-57,-176,9,-41,-117,21,531,7
44,839,180,-55,-3,-73,-82,140,446,7
45,771,200,-62,54,-65,-52,201,377,7
46,744,119,-130,46,-33,-33,235,314,7
47,727,80,-151,-40,-14,-14,253,260,7
48,696,137,-147,-119,-1,10,275,232,7
49,647,242,-159,-134,19,37,291,213,7
50,655,339,-211,-94,71,52,232,196,7
51,646,406,-290,-23,116,56,183,183,7
52,698,409,-400,42,134,58,97,176,7
53,762,382,-466,52,130,63,28,172,7
54,763,382,-489,18,122,66,16,165,7
55,748,413,-517,-15,119,74,1,160,7
56,793,448,-532,-39,118,89,54,158,7
57,785,491,-542,-60,106,91,72,157,7
58,791,505,-575,-62,110,83,100,156,7
59,856,506,-571,-75,89,92,146,154,7
60,899,539,-530,-107,45,98,174,153,7
61,809,595,-445,-130,12,86,98,154,7
62,797,666,-395,-103,33,76,111,149,7
63,838,628,-438,-47,58,61,135,139,7
64,876,534,-469,-29,34,59,128,126,7
65,876,527,-450,-47,10,59,123,116,7
1,1998,762,-2056,494,-128,-112,1966,306,7
2,2253,739,-2354,315,-371,-133,2341,345,7
3,2954,1041,-2408,152,-457,-208,2950,381,7
4,3716,1254,-2053,197,-625,-262,3426,446,7
5,4079,1276,-1761,278,-763,-278,3622,528,7
6,4277,1325,-1200,258,-842,-281,3635,607,7
7,3920,1302,-607,225,-865,-331,3174,676,7
8,3493,1188,-360,297,-774,-355,2707,721,7
9,2999,1023,-127,408,-659,-314,2171,744,7
10,2467,795,-26,516,-596,-231,1592,759,7
11,2117,760,-13,506,-555,-153,1249,761,7
12,1762,855,-78,469,-465,-109,960,742,7
13,1365,846,13,548,-380,-96,605,728,7
14,1272,690,-84,613,-293,-69,449,719,7
15,1137,529,-108,551,-296,-7,258,700,7
16,982,509,240,464,-373,66,131,679,7
17,823,510,584,417,-412,61,130,661,7
18,773,458,832,420,-310,87,224,635,7
19,1247,-87,1012,197,-414,213,608,609,7
20,710,-399,1002,-24,-427,230,291,584,7
21,188,345,755,302,-19,322,148,555,7
22,806,561,532,797,287,464,116,637,7
23,632,455,520,1065,436,487,63,759,7
24,588,554,333,1047,695,612,126,887,7
25,1746,927,-96,619,743,815,979,962,7
26,1910,1848,-287,376,487,803,1673,972,7
