AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Ema_Acc,Ema_Gyr,isDone,Activity
524,539,-163,-301,124,258,230,377,False,2
730,623,-176,-201,166,310,24,383,False,2
857,776,-103,-111,157,365,160,388,False,2
884,889,-128,-4,199,384,260,397,False,2
1029,797,-219,74,249,355,319,405,False,2
1362,692,-267,85,292,328,550,414,False,2
1590,656,-273,69,231,331,741,413,False,2
1496,756,-241,58,187,316,693,404,False,2
1507,798,-249,95,213,298,723,399,False,2
1504,718,-327,107,218,274,698,392,False,2
1425,619,-422,35,198,207,609,371,False,2
1316,582,-445,-77,162,133,560,341,True,2
1283,736,-811,-326,-307,-83,686,337,False,2
1348,958,-779,-357,-373,-169,828,378,False,2
1422,1064,-652,-381,-419,-268,891,428,False,2
1476,1174,-491,-391,-445,-358,948,480,False,2
1602,1496,-248,-346,-454,-465,1205,531,False,2
1635,1666,52,-183,-496,-562,1334,579,False,2
1583,1606,55,-56,-491,-615,1255,621,False,2
1535,1401,-54,-97,-458,-665,1078,659,False,2
1406,1329,14,-206,-440,-739,934,704,False,2
1125,1094,118,-179,-434,-760,573,742,False,2
909,654,77,-155,-406,-755,122,767,False,2
687,183,108,-150,-404,-727,280,783,False,2
514,-92,240,-146,-414,-616,425,777,False,2
350,-288,338,-177,-413,-524,434,760,False,2
206,-441,460,-235,-413,-450,330,739,False,2
53,-485,628,-282,-413,-351,204,713,False,2
-71,-467,818,-302,-400,-234,55,681,False,2
-126,-583,1061,-284,-342,-169,217,639,False,2
-190,-790,1301,-210,-283,-117,533,586,False,2
-215,-1104,1791,-144,-226,24,1114,522,False,2
-298,-1149,1855,-246,-120,283,1202,496,False,2
-873,-824,1992,-386,222,486,1325,529,False,2
119,17,2508,-360,386,512,1510,570,False,2
-270,330,2324,-136,548,462,1362,602,False,2
197,-142,1744,-101,797,380,760,659,False,2
886,9,1021,-207,950,339,351,733,False,2
2912,448,-154,-109,1060,247,1950,805,False,2
4068,599,-822,-395,1468,439,3193,960,False,2
3700,2048,-3221,333,957,485,4315,993,False,2
816,2286,-4352,-265,-168,-9,3983,857,False,2
-801,419,-739,21,-87,-331,167,754,False,2
-241,-1789,-521,114,174,-125,878,651,False,2
-584,-654,-1037,-107,93,113,357,557,False,2
-327,1039,-1324,-15,62,19,714,459,False,2
-352,478,-1374,172,51,-43,496,404,False,2
-248,-262,-1043,69,-21,-66,103,342,False,2
-333,-206,-761,-13,12,0,144,277,False,2
-343,34,-669,-28,48,26,247,234,False,2
-310,116,-710,-30,93,16,216,207,False,2
-213,115,-671,-60,113,-6,286,191,False,2
-169,104,-601,-108,127,-29,367,186,False,2
-156,121,-488,-127,145,-36,473,188,False,2
-15,231,-437,-71,188,-22,505,191,False,2
19,186,-439,-45,198,-29,522,194,False,2
183,226,-387,-59,216,-46,515,200,False,2
258,398,-394,-16,249,-42,383,211,False,2
278,396,-431,45,285,-74,352,228,False,2
276,94,-614,48,295,-94,320,245,False,2
322,-180,-844,-56,354,-24,78,268,False,2
702,134,-953,-140,401,117,191,337,False,2
819,293,-822,-225,343,138,196,356,False,2
959,468,-746,-218,316,132,302,366,False,2
1063,413,-788,-216,325,149,386,376,False,2
1193,524,-643,-216,284,172,453,380,False,2
1260,584,-519,-186,232,161,482,371,False,2
1266,556,-425,-166,193,141,446,355,False,2
1312,509,-384,-154,196,126,458,340,False,2
1335,498,-361,-134,200,128,402,326,True,2
2025,1091,-437,305,-478,-475,1341,524,False,2
2113,1018,-479,233,-606,-552,1393,590,False,2
2037,995,-416,134,-733,-598,1304,663,False,2
1837,780,-241,-17,-873,-646,1010,747,False,2
1374,626,33,-191,-880,-710,510,827,False,2
1085,652,268,-146,-795,-728,293,879,False,2
979,208,345,-31,-763,-712,58,912,False,2
714,-264,442,-72,-730,-642,119,924,False,2
411,-486,526,-192,-671,-564,174,919,False,2
192,-500,586,-278,-600,-491,206,899,False,2
168,-575,709,-274,-558,-407,71,868,False,2
132,-896,862,-231,-519,-337,250,826,False,2
113,-1193,1094,-172,-522,-193,622,777,False,2
164,-1411,1412,-215,-523,7,1002,735,False,2
98,-1429,1645,-265,-469,182,1181,701,False,2
132,-1296,2105,-258,-313,356,1475,669,False,2
119,-1155,2461,-171,-68,505,1721,642,False,2
301,-1063,2628,-56,345,606,1850,654,False,2
959,-869,2410,-10,716,679,1735,720,False,2
1403,195,1489,-93,827,691,1055,792,False,2
2161,862,97,-18,1079,536,1328,874,False,2
3136,792,-1071,-6,1314,555,2407,985,False,2
3906,1676,-3180,280,1188,502,4308,1051,False,2
-703,1309,-4585,-238,304,491,3819,966,False,2
-1331,2736,-430,-268,-152,-299,2072,858,False,2
-20,-1067,-1006,491,336,-250,466,816,False,2
-594,-1879,-1107,60,161,99,1260,692,False,2
-423,-28,-1661,-359,86,192,714,637,False,2
-506,1849,-906,-253,-32,51,1120,561,False,2
-539,422,-812,231,30,-131,62,502,False,2
-476,-380,-818,85,19,-49,19,422,False,2
-545,-42,-625,-105,38,46,169,361,False,2
-418,431,-451,-140,103,60,249,325,False,2
-348,528,-411,-53,175,-6,245,297,False,2
-270,323,-361,-29,230,-54,445,285,False,2
-26,191,-181,-60,216,-79,735,275,False,2
-135,95,-411,-166,406,-53,557,308,False,2
-63,124,-387,-225,482,-68,588,354,False,2
152,41,-518,-222,532,-36,458,398,False,2
298,41,-550,-205,456,53,373,419,False,2
410,73,-656,-158,385,111,222,421,False,2
588,160,-594,-144,289,145,149,407,False,2
654,312,-481,-119,190,143,130,379,False,2
814,279,-458,-98,175,135,25,351,False,2
999,322,-329,-134,148,153,99,331,False,2
971,331,-368,-188,180,176,89,327,False,2
1061,423,-264,-251,201,204,172,338,False,2
1173,514,-281,-234,269,246,311,357,False,2
1316,554,-306,-177,290,296,460,375,False,2
1530,662,-289,-102,290,332,691,391,False,2
1554,729,-295,-20,231,349,741,396,False,2
1499,776,-325,33,220,320,718,395,False,2
1515,723,-415,29,232,254,729,385,False,2
1498,562,-488,-77,166,153,672,355,False,2
1311,511,-401,-233,77,40,463,334,False,2
1308,472,-335,-313,52,-22,430,330,False,2
1278,416,-250,-352,5,-36,367,335,False,2
1108,418,-164,-349,-55,-44,195,339,False,2
1129,433,-106,-300,-68,-24,213,333,False,2
1139,503,-5,-222,-104,26,359,315,True,2
1522,1186,248,-413,-520,-342,945,613,False,2
1476,1378,343,-379,-443,-462,1048,639,False,2
1544,1499,413,-311,-377,-575,1191,662,False,2
1620,1551,339,-257,-315,-678,1268,687,False,2
1719,1641,319,-237,-278,-810,1397,727,False,2
1600,1684,213,-220,-215,-912,1332,774,False,2
1486,1604,96,-214,-155,-959,1188,818,False,2
1156,1264,90,-152,-141,-953,715,849,False,2
999,755,-25,-101,-125,-872,252,857,False,2
944,314,-31,-109,-142,-798,4,849,False,2
762,-24,108,-126,-195,-714,230,829,False,2
579,-252,280,-98,-225,-642,309,800,False,2
533,-358,451,-87,-242,-580,215,767,False,2
366,-490,610,-100,-253,-540,136,734,False,2
279,-742,657,-85,-219,-474,29,693,False,2
190,-915,614,-74,-226,-376,118,643,False,2
137,-1240,809,-124,-351,-231,486,602,False,2
-61,-1203,1095,-223,-430,-75,627,580,False,2
-108,-1122,1378,-244,-428,72,780,563,False,2
-90,-920,2440,-343,-192,580,1609,588,False,2
175,-352,2629,-394,185,727,1658,640,False,2
439,592,2373,-213,462,632,1484,674,False,2
290,5,1780,68,821,542,803,736,False,2
1294,-396,292,-135,1127,518,384,838,False,2
2644,484,-657,-534,1039,556,1767,929,False,2
3585,2604,-1496,-121,1292,731,3676,1041,False,2
2165,2230,-3273,-24,764,522,3513,1018,False,2
596,2821,-3582,174,354,-63,3598,894,False,2
65,-1256,-1557,63,-15,-148,1001,747,False,2
-352,-801,-422,-109,-31,55,28,623,False,2
-341,265,-1662,7,186,79,717,538,False,2
1,626,-1854,5,26,-9,956,436,False,2
-250,12,-1228,51,-61,-70,253,370,False,2
-262,-181,-825,23,-65,-12,115,310,False,2
-346,65,-684,5,44,29,230,258,False,2
-221,149,-717,27,92,32,235,226,False,2
-166,83,-641,7,91,29,332,200,False,2
-136,59,-496,-40,110,30,482,184,False,2
-87,21,-355,-97,154,18,633,183,False,2
-80,-82,-194,-180,218,15,774,203,False,2
51,15,-179,-254,273,27,813,237,False,2
199,23,-328,-339,346,49,615,287,False,2
399,70,-206,-408,318,44,545,333,False,2
456,309,-155,-414,316,39,427,371,False,2
608,424,-269,-301,292,95,211,382,False,2
809,642,-432,-208,269,133,119,379,False,2
917,747,-684,-132,220,147,366,362,False,2
980,762,-620,-147,184,170,387,347,False,2
913,879,-541,-205,196,188,378,346,False,2
1060,838,-553,-152,213,224,460,345,False,2
1128,764,-532,-139,187,252,462,345,False,2
1168,829,-481,-114,168,269,510,343,False,2
1197,783,-507,-101,169,269,517,341,False,2
1237,836,-452,-111,157,260,559,337,False,2
1194,903,-413,-68,142,226,552,325,False,2
1236,746,-486,-45,122,175,523,303,False,2
1257,645,-431,-112,51,127,477,278,False,2
1078,619,-302,-180,-10,80,452,261,True,2
1357,331,-693,-577,-498,-48,559,419,False,2
1270,595,-712,-501,-547,-51,572,483,False,2
1391,745,-766,-430,-573,-72,754,531,False,2
1536,822,-714,-472,-624,-115,882,582,False,2
1582,955,-421,-612,-671,-178,895,651,False,2
1478,1349,174,-657,-648,-277,1008,713,False,2
1221,1548,385,-508,-505,-379,1008,732,False,2
1283,1527,496,-337,-315,-477,1055,718,False,2
1234,1488,333,-206,-195,-553,961,699,False,2
1337,1429,154,-235,-152,-639,962,698,False,2
1204,1435,262,-260,-166,-691,891,710,False,2
1170,1432,303,-277,-139,-720,873,724,False,2
994,1123,362,-321,-102,-768,542,747,False,2
834,681,344,-292,-24,-776,130,763,False,2
763,189,216,-231,-25,-733,184,764,False,2
572,-137,198,-241,-76,-660,379,752,False,2
431,-255,241,-212,-116,-601,444,731,False,2
363,-414,271,-205,-168,-527,386,703,False,2
331,-517,374,-215,-237,-445,281,672,False,2
308,-754,493,-223,-309,-366,47,643,False,2
219,-1026,780,-204,-377,-242,307,613,False,2
-51,-1773,1183,-175,-473,-104,1132,593,False,2
-282,-2034,1651,-102,-483,138,1634,576,False,2
-491,-2043,2028,-122,-380,556,1920,598,False,2
-84,-1557,2496,-363,-5,929,1943,678,False,2
909,-330,3614,-405,428,934,2741,763,False,2
865,852,3623,110,877,762,2821,843,False,2
2247,215,1775,356,1256,561,1871,959,False,2
3829,122,-957,-94,1571,223,2948,1085,False,2
5470,1404,-2370,115,1644,431,5124,1208,False,2
2947,1710,-4456,0,622,370,4609,1111,False,2
161,2295,-4046,16,114,-118,3654,922,False,2
-467,-1963,-1013,112,26,-196,1257,783,False,2
-590,-1603,-226,-177,109,174,723,680,False,2
-168,1210,-2014,-29,84,-61,1355,565,False,2
-33,155,-1543,87,31,-56,551,474,False,2
-324,-524,-976,-26,5,-34,154,388,False,2
-282,89,-1040,-12,47,34,81,322,False,2
-102,220,-1264,22,-10,-7,287,262,False,2
-198,63,-1105,14,-64,-18,124,223,False,2
-213,46,-1021,-3,-91,-20,43,197,False,2
-191,169,-1027,-39,-150,-33,58,189,False,2
-178,165,-1001,-43,-227,-53,30,199,False,2
-165,117,-907,-64,-229,-56,70,208,False,2
-191,90,-880,-92,-301,-69,95,230,False,2
-126,6,-602,-116,-212,-74,384,235,False,2
-252,-50,-454,-137,-137,-61,478,228,False,2
-330,20,-333,-164,-33,-25,530,216,False,2
-392,58,-116,-186,73,-18,587,213,False,2
-438,67,-122,-169,197,-14,540,222,False,2
-367,-25,-194,-158,283,7,584,242,False,2
-388,2,-220,-171,314,70,553,267,False,2
-309,116,-173,-167,326,136,627,291,False,2
-308,147,-292,-137,386,169,550,321,False,2
-39,128,-409,-126,478,247,569,367,False,2
286,439,-468,-139,459,304,297,407,False,2
509,555,-672,-124,480,295,9,441,False,2
814,485,-752,-162,476,305,209,470,False,2
1006,691,-600,-189,409,327,359,487,False,2
1215,749,-527,-107,374,326,389,491,True,2
1248,777,543,-598,-447,-433,567,716,False,2
1020,1049,714,-578,-354,-465,628,737,False,2
1023,1426,885,-431,-191,-525,965,731,False,2
1232,1503,813,-217,-50,-591,1106,711,False,2
1518,1294,701,-142,44,-684,1114,708,False,2
1642,1173,585,-206,95,-740,1101,721,False,2
1583,1151,363,-268,148,-766,990,742,False,2
1352,1061,272,-238,136,-781,740,759,False,2
1002,620,87,-129,126,-789,181,769,False,2
780,91,-1,-85,60,-760,214,768,False,2
477,-228,-10,-59,-60,-677,471,751,False,2
280,-443,-5,-89,-150,-591,475,724,False,2
196,-527,119,-146,-198,-497,425,690,False,2
146,-722,276,-164,-280,-441,213,661,False,2
245,-1075,566,-115,-368,-344,239,632,False,2
184,-1608,1145,-69,-508,-172,982,613,False,2
-147,-1819,1937,-70,-523,75,1661,597,False,2
-49,-2034,2200,-112,-539,416,1996,616,False,2
158,-1591,2766,-336,198,721,2194,656,False,2
558,-756,3416,-390,827,801,2542,768,False,2
924,33,2950,-83,1148,807,2091,895,False,2
1708,118,1804,-132,1338,677,1487,1017,False,2
2529,51,819,-391,1288,463,1658,1098,False,2
3609,1798,-298,-268,1165,511,3043,1138,False,2
3735,456,-1701,241,979,601,3129,1145,False,2
2086,951,-2407,-38,499,461,2324,1052,False,2
-280,3136,-3303,137,186,248,3563,909,False,2
377,-56,-1747,151,-69,-245,788,786,False,2
-62,-957,-1060,-29,-90,26,429,648,False,2
0,583,-1228,-92,166,31,359,557,False,2
245,482,-1663,100,44,-38,748,469,False,2
42,-17,-1371,28,-82,-47,371,394,False,2
-232,142,-1059,-31,-40,-8,93,326,False,2
-121,319,-1032,-16,32,-8,86,268,False,2
-72,288,-1076,9,3,-16,116,218,False,2
-93,240,-975,-6,-34,-21,8,182,False,2
-112,283,-856,-24,-53,-22,91,158,False,2
-171,341,-714,-31,-65,-33,190,142,False,2
-174,286,-697,-70,-16,-71,226,133,False,2
-129,280,-638,-117,35,-99,291,138,False,2
-58,294,-564,-121,64,-123,361,147,False,2
20,210,-494,-126,121,-133,462,161,False,2
36,195,-420,-123,129,-113,535,171,False,2
35,240,-342,-76,135,-101,580,174,False,2
37,123,-399,-28,158,-68,580,174,False,2
-10,138,-310,-4,144,-5,660,168,False,2
-2,141,-316,6,171,31,653,169,False,2
45,71,-449,-44,276,85,543,193,False,2
243,237,-450,-75,334,152,436,229,False,2
429,219,-680,-78,369,161,166,265,False,2
678,186,-838,-167,351,196,93,299,False,2
865,490,-588,-203,245,236,155,318,False,2
992,569,-460,-132,250,269,232,333,False,2
1220,493,-538,-101,323,299,421,356,False,2
1448,579,-473,-122,327,301,629,377,False,2
1479,636,-479,-82,323,291,679,390,False,2
1609,566,-586,-67,336,283,803,401,False,2
1491,677,-526,-100,283,244,719,398,False,2
1439,655,-602,-76,282,184,691,387,False,2
1509,517,-647,-116,245,130,613,369,True,2
1254,1425,-427,-253,-152,-576,945,574,False,2
1363,1356,-518,-161,-165,-640,991,595,False,2
1447,1335,-630,-198,-201,-671,1067,621,False,2
1516,1338,-587,-379,-248,-769,1105,675,False,2
1247,1335,-321,-505,-245,-776,854,732,False,2
1047,1376,-78,-525,-189,-772,730,776,False,2
815,1233,48,-439,-64,-768,478,798,False,2
643,867,46,-250,43,-804,80,807,False,2
719,309,-138,-105,52,-813,205,809,False,2
656,-162,-122,-24,-61,-764,313,801,False,2
609,-569,0,-55,-184,-662,166,778,False,2
501,-900,252,-121,-260,-602,60,756,False,2
477,-1323,817,-20,-369,-305,626,642,False,2
374,-1567,1190,56,-448,-146,1002,608,False,2
347,-1785,1441,36,-419,75,1320,572,False,2
345,-1885,1702,-35,-326,339,1563,551,False,2
799,-1679,1998,-150,-198,644,1729,579,False,2
1164,-1190,2606,-256,-18,847,2092,640,False,2
1295,-836,3091,-251,365,986,2454,728,False,2
1964,-211,2983,-283,772,1036,2577,847,False,2
1924,683,2157,-190,878,906,1970,932,False,2
2390,488,802,-51,1024,795,1567,1005,False,2
3101,354,-76,-359,978,705,2122,1055,False,2
3975,1278,-472,-5,1189,827,3201,1134,False,2
4349,1299,-2251,339,805,800,4066,1144,False,2
1651,3660,-4125,72,476,534,4756,1058,False,2
503,1893,-2025,131,-236,-318,1817,930,False,2
-158,-944,-1266,211,12,-66,587,788,False,2
-186,-127,-1406,-131,152,129,423,678,False,2
-11,1514,-1469,-84,179,26,1109,582,False,2
61,755,-1502,156,-32,-48,682,499,False,2
-65,95,-1163,44,-74,-37,168,418,False,2
-190,353,-929,-9,-25,22,11,341,False,2
-119,618,-909,-11,4,8,105,275,False,2
-85,474,-903,19,-22,-22,23,227,False,2
-97,295,-814,4,-55,-23,128,194,False,2
-115,276,-704,-30,-63,-15,235,169,False,2
-164,302,-607,-46,-51,-10,302,149,False,2
-114,300,-527,-25,-16,-6,382,125,False,2
-17,241,-452,-29,9,-10,487,106,False,2
-87,115,-327,-118,8,-26,642,109,False,2
-135,90,-247,-197,67,-52,704,130,False,2
79,156,-140,-239,167,-39,775,163,False,2
80,205,-71,-206,207,-43,768,189,False,2
205,154,-109,-142,283,-32,721,215,False,2
781,136,-279,-112,435,329,159,343,False,2
979,338,-155,-114,466,402,47,399,False,2
1317,271,-89,-118,522,459,347,460,False,2
1723,421,-89,-138,429,476,775,499,False,2
1958,653,30,-94,329,465,1064,515,False,2
1948,769,118,-10,250,414,1097,508,False,2
2001,658,15,47,280,357,1106,498,False,2
2053,480,-181,-51,249,278,1116,473,False,2
1909,390,-179,-295,158,157,956,452,False,2
1714,335,-58,-550,83,41,747,473,False,2
1570,316,83,-706,50,-5,797,520,True,2
1433,1068,293,-300,-319,-518,811,643,False,2
1374,1072,313,-349,-246,-599,770,661,False,2
1399,1144,355,-387,-119,-650,841,682,False,2
1516,1312,472,-327,-108,-688,1059,699,False,2
1531,1441,567,-260,-124,-758,1177,721,False,2
1463,1358,471,-235,-55,-793,1050,742,False,2
1307,1122,438,-354,-27,-824,777,773,False,2
891,858,469,-403,38,-739,322,787,False,2
753,621,308,-378,95,-684,23,787,False,2
576,296,158,-333,109,-653,333,778,False,2
446,33,35,-241,68,-608,551,753,False,2
333,-176,8,-167,-24,-551,623,718,False,2
214,-373,29,-139,-95,-509,568,681,False,2
166,-462,66,-151,-144,-467,504,647,False,2
161,-566,160,-123,-231,-411,390,615,False,2
285,-916,292,-56,-314,-352,2,587,False,2
391,-1267,583,-7,-452,-246,448,572,False,2
459,-1479,1122,61,-601,-110,912,580,False,2
264,-1587,1579,148,-697,185,1254,611,False,2
213,-1675,1914,87,-494,578,1552,642,False,2
618,-1385,2388,-2,-46,819,1828,678,False,2
1189,-843,2426,-6,566,839,1830,744,False,2
1718,-231,2195,29,901,698,1796,823,False,2
1312,-259,2032,-11,1078,715,1432,917,False,2
1994,699,1283,10,1699,590,1471,1093,False,2
4456,844,-57,54,1743,391,3535,1232,False,2
4451,509,-2032,46,1563,549,3919,1317,False,2
2282,2248,-4544,-293,583,496,4559,1217,False,2
-1185,2663,-1024,226,21,-227,2089,1038,False,2
59,-1859,-1251,265,324,-164,1241,920,False,2
35,-1061,-1304,-213,143,108,681,791,False,2
185,1741,-1651,-66,152,68,1406,669,False,2
168,165,-1542,163,-4,-37,559,568,False,2
-141,-392,-1122,-23,-68,-20,196,469,False,2
-238,130,-837,-31,-27,69,120,391,False,2
33,360,-1083,-2,2,27,141,318,False,2
-82,180,-937,29,-89,19,42,274,False,2
-165,13,-734,12,-141,28,247,248,False,2
-219,28,-555,-24,-90,74,402,222,False,2
-248,111,-485,-48,-111,89,444,207,False,2
-198,107,-369,-44,41,70,567,184,False,2
-235,53,-222,-57,125,38,672,176,False,2
-112,9,-227,-54,281,54,746,199,False,2
51,-39,-271,-122,356,73,721,235,False,2
141,31,-233,-167,382,97,725,274,False,2
435,174,-271,-138,394,136,458,307,False,2
524,242,-302,-90,379,154,348,329,False,2
652,158,-398,-91,392,146,219,349,False,2
796,192,-389,-110,361,160,93,361,False,2
920,217,-375,-116,311,139,16,360,False,2
1238,197,-296,-136,255,103,288,349,False,2
1638,222,-202,-197,218,145,665,345,False,2
1547,523,-88,-171,166,220,635,340,False,2
1555,710,-248,-104,336,282,727,362,False,2
1706,749,-410,-111,381,267,907,385,False,2
1769,710,-492,-172,322,199,968,391,False,2
1567,643,-419,-212,206,142,744,378,False,2
1517,578,-338,-218,155,110,658,360,False,2
1443,576,-218,-200,115,109,568,339,False,2
1270,518,-189,-177,97,91,597,315,True,2
1585,386,-495,-578,-345,-100,704,486,False,2
1767,599,-397,-588,-449,-141,907,540,False,2
1805,706,-51,-683,-571,-251,938,616,False,2
1649,850,389,-764,-602,-371,895,701,False,2
1423,1005,649,-723,-519,-458,859,761,False,2
1292,1198,792,-607,-404,-502,931,786,False,2
1246,1403,825,-502,-285,-574,1049,791,False,2
1432,1564,861,-401,-124,-664,1288,790,False,2
1759,1858,870,-234,16,-755,1702,790,False,2
2170,1733,647,-181,119,-870,1851,811,False,2
2399,1689,561,-270,158,-963,1987,851,False,2
1982,1416,439,-254,145,-950,1475,880,False,2
1524,746,99,-280,179,-899,699,895,False,2
1253,302,-165,-322,139,-839,299,898,False,2
968,94,-213,-276,16,-770,4,882,False,2
806,-72,-258,-139,-63,-719,150,852,False,2
793,-571,-245,16,-155,-690,7,823,False,2
881,-1124,77,203,-302,-586,430,796,False,2
745,-2039,969,278,-622,-324,1377,788,False,2
-270,-3092,2337,60,-792,177,2885,793,False,2
-443,-2835,2450,-409,-248,766,2773,815,False,2
760,-1742,3126,-734,407,975,2658,909,False,2
1354,-10,3373,-492,614,890,2634,964,False,2
967,116,2793,-48,922,878,1957,1026,False,2
1439,367,2064,-178,1217,670,1542,1101,False,2
2654,1046,1156,-240,1140,425,2078,1129,False,2
2925,541,498,-82,1297,519,2016,1183,False,2
4789,263,-605,-5,1328,618,3834,1239,False,2
3200,988,-1894,2,753,508,2847,1172,False,2
-105,3405,-736,88,408,89,2485,1023,False,2
499,-52,-2009,141,5,-171,1070,863,False,2
445,-883,-1394,-110,20,-85,709,718,False,2
379,438,-1316,-65,138,63,437,607,False,2
729,748,-1879,95,87,60,1149,514,False,2
504,290,-1525,13,-80,-45,632,430,False,2
174,165,-1110,-32,-72,-26,135,360,False,2
175,269,-1033,14,-42,13,81,297,False,2
181,346,-1043,17,-49,11,113,248,False,2
165,291,-924,6,-81,-12,17,215,False,2
55,196,-561,-49,-153,-42,403,182,False,2
-8,106,-468,-52,-122,-41,520,173,False,2
-2,87,-395,-63,-27,-22,595,152,False,2
-12,64,-369,-110,23,-17,625,144,False,2
-18,60,-303,-182,112,-26,690,158,False,2
52,148,-231,-203,205,-22,720,184,False,2
118,255,-204,-163,290,24,652,214,False,2
225,225,-277,-83,338,102,578,244,False,2
496,130,-428,-79,386,187,332,282,False,2
723,336,-379,-151,365,247,117,318,False,2
747,552,-318,-118,334,237,18,340,False,2
1054,346,-472,-146,415,253,205,373,False,2
1266,466,-368,-227,332,284,398,397,False,2
1241,701,-182,-231,272,258,436,405,False,2
1373,640,-251,-190,294,262,535,412,False,2
1455,692,-216,-182,264,263,625,412,False,2
1517,794,-175,-158,231,238,721,403,False,2
1511,857,-161,-105,190,216,744,383,False,2
1431,838,-177,-56,165,163,573,354,True,2
1432,1052,638,-504,-465,-449,887,716,False,2
1360,1126,654,-431,-355,-535,882,727,False,2
1405,1139,547,-343,-249,-585,889,726,False,2
1455,1180,402,-269,-204,-641,915,726,False,2
1515,1222,383,-221,-207,-692,983,731,False,2
1560,1323,301,-252,-217,-738,1067,747,False,2
1213,1335,487,-409,-50,-812,868,822,False,2
1000,997,307,-297,105,-790,445,827,False,2
848,407,-5,-209,99,-758,59,820,False,2
577,-53,-174,-160,14,-690,395,798,False,2
396,-284,-167,-145,-89,-624,484,767,False,2
227,-444,-62,-126,-219,-542,497,733,False,2
109,-680,102,-107,-311,-437,303,696,False,2
190,-1264,450,-83,-405,-328,355,662,False,2
184,-1700,1150,-113,-551,-111,1060,644,False,2
21,-1925,1997,-176,-516,244,1773,634,False,2
-222,-1891,1099,-217,-506,643,1198,677,False,2
423,-1432,2794,-523,547,887,2167,774,False,2
1165,-155,3120,-402,924,762,2334,872,False,2
1117,-27,2898,-64,1122,807,2105,974,False,2
1910,-325,2327,-80,1589,681,2027,1125,False,2
4403,623,1103,-443,1569,447,3581,1238,False,2
4729,772,-5,-60,1341,715,3791,1294,False,2
4449,892,-1357,-53,812,694,3736,1249,False,2
-1637,4016,-4354,178,326,445,5145,1115,False,2
1442,28,-2329,273,-98,-91,1739,953,False,2
320,-936,-1099,-166,-18,-105,478,801,False,2
518,767,-1263,23,182,44,565,679,False,2
950,409,-1882,109,32,12,1147,566,False,2
436,193,-1267,-20,-110,-69,353,479,False,2
207,224,-979,-9,-66,-31,25,397,False,2
183,318,-949,18,-54,1,17,329,False,2
206,402,-925,24,-70,-10,29,278,False,2
152,292,-806,18,-121,-21,129,247,False,2
60,275,-700,9,-145,-28,245,227,False,2
24,278,-636,4,-111,-31,305,204,False,2
6,255,-560,-22,-89,-42,384,183,False,2
12,263,-490,-19,-32,-47,443,158,False,2
36,239,-453,6,14,-54,486,138,False,2
38,151,-400,-43,60,-82,570,132,False,2
151,152,-304,-44,125,-73,628,136,False,2
203,100,-344,9,151,-34,588,140,False,2
201,81,-350,-2,178,-8,588,147,False,2
294,152,-333,0,221,17,530,162,False,2
400,36,-531,-6,249,56,334,180,False,2
526,130,-603,-105,246,103,189,201,False,2
563,309,-682,-178,278,120,63,231,False,2
708,465,-737,-174,317,157,122,264,False,2
975,530,-812,-136,311,190,375,288,False,2
1098,566,-808,-124,288,210,476,306,False,2
1147,613,-759,-135,282,205,505,319,False,2
1260,671,-744,-125,295,194,609,330,False,2
1376,701,-723,-77,280,186,705,333,False,2
1310,624,-719,-76,248,151,619,326,False,2
1271,582,-678,-112,230,118,553,317,False,2
1237,598,-561,-151,194,76,484,305,False,2
1093,598,-465,-147,138,26,329,284,False,2
1086,491,-449,-116,118,10,436,260,True,2
1482,826,-491,-374,-371,-56,766,481,False,2
1593,935,-494,-363,-444,-127,912,502,False,2
1612,1095,-347,-422,-522,-243,979,544,False,2
1544,1353,-110,-450,-537,-373,1055,594,False,2
1458,1502,74,-409,-497,-510,1094,639,False,2
2019,1991,179,-207,-372,-861,1841,750,False,2
2048,2170,323,-225,-383,-1008,2001,820,False,2
1909,1979,336,-235,-386,-1057,1770,886,False,2
1498,1452,147,-327,-308,-1034,1091,934,False,2
1422,965,-90,-315,-211,-992,720,959,False,2
1530,408,-295,-235,-189,-962,610,969,False,2
1477,-25,-298,-140,-249,-903,506,965,False,2
1411,-713,-118,-65,-317,-806,585,945,False,2
1305,-1514,199,8,-375,-638,1008,904,False,2
1016,-1969,635,40,-487,-367,1304,845,False,2
520,-2051,1091,-29,-588,-103,1380,796,False,2
306,-2175,1483,-142,-501,200,1650,748,False,2
500,-1978,1728,-252,-360,536,1673,737,False,2
1012,-1567,2178,-384,-208,801,1867,772,False,2
1291,-944,2811,-321,-20,973,2234,822,False,2
1344,-302,2919,-188,343,991,2227,871,False,2
1619,408,2928,-220,701,919,2370,932,False,2
2050,1035,2198,-166,955,787,2178,995,False,2
3363,973,692,-155,1164,734,2568,1072,False,2
4148,1170,-680,-190,1247,706,3363,1147,False,2
4509,1768,-2914,131,1011,858,4652,1184,False,2
668,5328,-3245,-9,686,524,5274,1120,False,2
185,1367,-2352,351,186,-322,1726,998,False,2
549,-853,-2065,87,152,-141,1300,843,False,2
29,-276,-1144,-155,74,-4,177,708,False,2
78,614,-1260,-21,171,61,403,603,False,2
130,777,-1468,112,112,31,666,515,False,2
108,418,-1320,97,32,-38,388,433,False,2
-33,115,-977,48,-7,-22,15,357,False,2
-118,189,-705,10,25,13,260,291,False,2
