Count,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Ema_Acc,Ema_Gyr,Activity
48,314,115,-94,-94,-26,-165,652,305,2
49,310,116,-188,-57,107,-74,619,272,2
50,339,276,-280,-49,152,28,480,250,2
51,219,317,-395,-39,246,73,448,252,2
52,393,247,-600,-100,373,112,241,282,2
53,666,273,-631,-223,383,153,42,319,2
54,859,437,-601,-320,336,166,135,353,2
55,1032,517,-613,-369,313,160,306,384,2
56,1295,646,-530,-357,251,186,541,402,2
57,1566,647,-588,-312,215,225,793,410,2
58,1754,711,-556,-293,144,288,972,415,2
59,1748,846,-491,-221,-25,338,1003,412,2
60,1506,886,-285,-196,-88,348,770,411,2
61,1423,792,-325,-326,43,331,660,422,2
62,1503,899,-303,-521,177,300,777,463,2
63,1462,1060,-192,-614,169,262,816,508,2
64,1312,1166,-44,-625,36,176,755,536,2
65,1155,1254,53,-528,-72,37,722,536,2
1,1815,670,-569,-218,-227,-360,1016,267,2
2,1948,762,-508,-228,-359,-422,1152,334,2
3,1982,948,-288,-161,-502,-437,1215,404,2
4,1935,1039,25,-37,-672,-437,1196,483,2
5,1776,1232,400,103,-810,-421,1198,570,2
6,1656,1357,629,202,-877,-371,1231,651,2
7,1621,1501,824,254,-953,-336,1357,729,2
8,1677,1478,930,246,-1107,-365,1421,821,2
9,1665,1238,1117,84,-1173,-450,1356,908,2
10,1457,1551,1365,115,-1183,-491,1528,984,2
11,1496,1663,1226,356,-1165,-543,1550,1053,2
12,1483,884,1621,245,-1132,-604,1368,1104,2
13,828,547,1951,-54,-833,-660,1188,1096,2
14,889,560,1842,-200,-533,-587,1120,1040,2
15,937,305,1743,-238,-437,-472,1002,969,2
16,577,126,1568,-276,-361,-376,675,893,2
17,481,59,1354,-285,-287,-282,438,813,2
18,243,73,1291,-274,-277,-150,315,733,2
19,99,63,1403,-257,-241,10,407,657,2
20,28,148,1442,-254,-158,206,449,598,2
21,215,314,1462,-297,-48,360,510,572,2
22,258,547,1397,-281,33,469,522,567,2
23,132,635,1535,-259,203,475,666,569,2
24,290,630,1471,-248,480,423,626,592,2
25,532,640,1302,-225,746,393,545,648,2
26,900,677,1133,-250,1114,363,597,758,2
27,1786,799,1174,-295,1527,295,1281,923,2
28,2976,1086,1359,-188,1743,119,2447,1089,2
29,4164,325,567,-175,1743,-5,3214,1222,2
30,5068,224,-868,-373,1558,179,4146,1299,2
31,2699,949,-2356,-425,1006,359,2706,1269,2
32,2212,920,-2148,15,320,204,2217,1091,2
33,1642,-80,-1563,190,33,-89,1268,915,2
34,1227,-386,-1368,140,-20,-89,877,765,2
35,1245,-422,-1101,6,48,3,714,622,2
36,1046,-94,-1112,45,58,26,529,513,2
37,865,-151,-1000,58,-21,-16,330,423,2
38,641,-67,-657,87,-121,-54,79,370,2
39,540,140,-344,157,-191,-80,344,347,2
40,552,197,-113,242,-231,-129,403,349,2
41,648,96,-40,230,-291,-218,343,365,2
42,678,47,-28,185,-360,-282,319,391,2
43,727,-197,135,91,-386,-332,234,416,2
44,548,-431,90,-73,-299,-371,297,429,2
45,195,-771,97,-251,-85,-288,198,421,2
46,40,-707,120,-299,193,12,281,408,2
47,433,-482,39,-280,355,296,350,434,2
48,672,-254,-105,-374,427,363,273,482,2
49,976,97,-136,-588,444,393,9,553,2
50,1492,823,-47,-737,527,460,704,645,2
51,2142,1471,-57,-753,443,542,1599,722,2
52,2289,1752,13,-710,268,547,1882,764,2
53,2166,1765,-39,-623,133,406,1794,762,2
54,2046,1534,6,-565,24,231,1557,732,2
55,1815,1277,1,-577,-32,149,1219,704,2
56,1626,1148,14,-627,-22,176,990,694,2
57,1512,1272,64,-655,-3,232,976,694,2
58,1401,1518,138,-526,-36,225,1070,669,2
59,1191,1543,203,-297,-110,140,959,605,2
60,1012,1364,150,-116,-132,36,705,519,2
61,919,1085,74,-16,-101,-51,423,438,2
62,874,842,1,-7,-75,-109,213,377,2
63,855,719,-22,-42,-55,-129,117,331,2
64,827,706,-35,-61,-38,-119,87,292,2
65,837,723,-22,-33,-31,-108,433,257,2
1,1479,1247,580,54,-347,-640,1019,559,2
4,1273,896,1113,211,-577,-676,913,707,2
5,1119,977,1465,320,-616,-668,1086,758,2
6,915,989,1431,403,-539,-677,965,797,2
7,952,868,1413,342,-507,-702,912,824,2
8,836,666,1324,154,-429,-756,701,835,2
9,674,620,1198,2,-354,-819,507,847,2
10,704,286,972,-24,-324,-865,233,862,2
11,836,-5,788,-41,-423,-850,148,879,2
12,938,-399,976,-37,-552,-830,411,903,2
13,867,-517,1197,-19,-672,-710,565,918,2
14,639,-730,1565,-39,-666,-476,841,898,2
15,410,-688,1827,-84,-573,-192,994,840,2
16,250,-425,1934,-69,-386,99,995,753,2
17,236,-86,1934,-7,-181,319,950,675,2
18,313,285,1858,2,11,414,905,623,2
19,369,544,1777,-59,223,506,894,609,2
20,375,798,1623,-189,468,551,847,637,2
21,333,702,1333,-280,811,537,542,712,2
22,639,548,1262,-441,1270,456,516,853,2
23,1891,814,1120,-459,1743,326,1343,1049,2
24,3801,960,829,-352,1743,252,3007,1198,2
25,3977,971,180,-108,1561,95,3097,1272,2
26,4022,-179,-1770,-105,1587,-37,3397,1335,2
27,2921,-37,-3032,-303,1155,202,3210,1310,2
28,2142,1122,-2002,-319,508,302,2139,1182,2
29,1734,775,-1764,201,6,-20,1592,986,2
30,1190,-487,-1514,204,-216,-300,986,873,2
31,839,-588,-1091,-10,-134,-245,496,754,2
32,696,-243,-1017,-12,42,-31,256,614,2
33,680,-139,-1129,58,60,24,325,508,2
34,644,-26,-1079,16,-15,-31,256,414,2
35,562,158,-895,0,-81,-81,68,354,2
36,505,230,-741,32,-133,-113,74,318,2
37,482,345,-481,101,-216,-144,236,310,2
38,543,341,-189,157,-341,-209,331,334,2
39,610,171,-15,143,-482,-300,366,384,2
40,602,-51,42,37,-538,-387,394,440,2
41,451,-299,55,-153,-499,-411,456,484,2
42,67,-497,59,-413,-342,-331,495,513,2
43,-219,-353,112,-616,-79,-181,569,540,2
44,-223,-86,112,-701,145,37,736,575,2
45,-243,267,-41,-688,313,197,636,616,2
46,96,609,-179,-593,442,249,358,649,2
47,422,828,-342,-553,340,295,9,662,2
48,393,1035,-349,-537,195,328,160,661,2
49,644,1233,-210,-500,119,346,406,652,2
50,891,1267,-149,-490,65,381,556,647,2
51,1064,1652,-159,-389,55,413,971,631,2
52,1247,1674,-256,-198,-9,475,1103,608,2
53,1224,1491,-401,-141,-38,425,970,576,2
54,1357,1373,-489,-90,-46,394,991,542,2
55,1443,1386,-382,-48,-153,379,1036,515,2
56,1293,1216,-270,-51,-224,324,795,492,2
57,1133,1000,-187,-131,-204,239,522,461,2
58,972,875,-157,-230,-103,164,317,429,2
59,932,915,-180,-264,29,153,318,404,2
60,990,1006,-147,-208,53,149,419,375,2
61,973,1077,-63,-77,2,120,452,329,2
62,905,1042,17,79,-39,78,380,286,2
63,869,925,46,184,-55,37,270,268,2
64,877,794,32,195,-50,-5,183,254,2
65,904,697,-11,138,-27,-55,352,233,2
1,1573,2202,386,191,-652,-34,1733,503,2
2,1343,2262,528,286,-607,-156,1683,540,2
3,1131,2178,336,105,-446,-334,1477,545,2
4,1024,2422,495,82,-384,-408,1675,549,2
5,765,2155,487,210,-360,-496,1338,569,2
6,444,1688,168,245,-294,-570,753,592,2
7,678,1535,-88,300,-316,-611,680,624,2
8,768,1280,23,396,-575,-610,492,684,2
9,619,1252,293,442,-717,-608,427,755,2
10,793,1256,471,517,-801,-617,558,831,2
13,1310,375,1423,222,-1150,-686,970,1065,2
14,1386,-45,1683,62,-958,-640,1180,1083,2
15,1350,-344,1907,-29,-837,-513,1361,1062,2
16,1204,-572,2067,-100,-724,-241,1459,1004,2
17,864,-774,2085,-140,-563,22,1385,919,2
18,708,-726,1961,-128,-393,207,1207,827,2
19,529,-598,1812,-29,-237,385,980,752,2
20,536,-412,1680,9,-63,529,810,708,2
21,865,-93,1692,-1,119,695,902,707,2
22,962,311,1754,-15,325,756,1024,730,2
23,1141,501,1632,-36,653,662,1053,770,2
24,1491,807,1353,-83,1013,595,1169,852,2
25,2281,947,1221,-279,1412,599,1755,993,2
26,3212,1429,1213,-475,1696,482,2718,1159,2
27,4245,1725,1166,-391,1743,335,3728,1291,2
28,4544,865,163,145,1743,318,3628,1388,2
29,5355,-486,-1500,50,1743,567,4582,1477,2
30,2703,1188,-3360,-170,782,484,3472,1368,2
31,2302,925,-2239,76,80,48,2341,1119,2
32,1836,83,-1369,248,-110,-228,1291,966,2
33,1255,-487,-1203,130,-30,-214,805,823,2
34,1083,-538,-1132,-19,87,-75,656,681,2
35,1241,-280,-1276,7,142,-41,801,574,2
36,1219,-222,-1365,36,65,-43,843,476,2
37,1013,-99,-1180,15,-108,-69,558,407,2
38,812,142,-819,42,-243,-103,162,379,2
39,741,313,-370,103,-339,-136,114,379,2
40,701,363,-418,158,-390,-179,106,394,2
41,679,237,26,170,-493,-271,280,433,2
42,631,-26,96,72,-540,-321,361,472,2
43,467,-249,142,-104,-484,-359,452,500,2
44,157,-376,84,-281,-318,-311,583,505,2
45,-62,-401,94,-430,-88,-176,583,498,2
46,-132,-300,44,-479,114,24,669,497,2
47,15,-183,-125,-458,249,246,777,513,2
48,316,-27,-186,-410,322,513,632,556,2
49,570,441,-208,-412,375,583,249,606,2
50,967,842,-196,-416,403,562,297,646,2
51,1331,1227,-287,-437,386,550,832,677,2
52,1537,1269,-365,-418,336,475,1026,685,2
53,1908,1380,-367,-430,218,409,1383,674,2
54,1775,1347,-279,-408,-15,383,1245,651,2
55,1665,1285,-193,-397,-110,337,1112,627,2
56,1604,1199,-148,-385,-89,302,1008,601,2
57,1533,1121,-78,-399,-101,292,900,581,2
58,1308,1191,-13,-419,-109,282,769,568,2
59,1196,1349,5,-359,-49,232,802,541,2
60,1188,1348,18,-225,-39,134,796,485,2
