1,1,1325,810,-182,-268,-144,67,563,534,33
1,1,1187,772,-157,-216,-157,4,424,481,34
1,1,1064,691,-160,-183,-120,-43,278,429,35
1,1,983,602,-159,-162,-82,-70,163,382,36
1,1,904,542,-86,-155,-53,-78,57,342,37
1,1,911,521,-157,-140,-59,-77,61,307,38
1,1,892,493,-123,-124,-72,-80,26,278,39
1,1,877,477,-93,-107,-86,-77,2,254,40
1,1,863,464,-64,-87,-91,-70,18,232,41
1,1,855,462,-40,-71,-84,-60,27,210,42
1,1,842,460,-35,-53,-69,-51,39,188,43
1,1,827,450,-46,-39,-47,-43,57,165,44
1,1,818,428,-71,-33,-24,-35,74,143,45
1,1,813,409,-101,-32,-10,-25,84,122,46
1,1,807,403,-107,-30,-5,-12,91,104,47
1,1,807,406,-124,-25,-3,2,88,88,48
1,1,813,424,-116,-20,-2,17,75,76,49
1,1,825,445,-116,-16,1,28,55,67,50
1,1,834,465,-114,-14,6,37,38,61,51
1,1,848,488,-115,-7,13,45,14,58,52
1,1,859,507,-123,0,17,49,5,57,53
1,1,871,521,-132,6,18,50,23,56,54
1,1,881,536,-132,11,16,47,39,55,55
1,1,886,549,-127,15,15,42,50,53,56
1,1,888,565,-126,18,15,34,60,51,57
1,1,893,570,-125,23,14,24,66,48,58
1,1,892,566,-123,26,12,13,63,44,59
1,1,889,559,-113,29,10,2,56,41,60
1,1,880,541,-116,30,10,-7,39,39,61
1,1,876,531,-112,32,10,-14,30,39,62
1,1,880,514,-108,35,8,-21,24,39,63
1,1,889,507,-109,35,5,-27,29,40,64
1,1,893,503,-106,33,3,-34,38,41,65
1,1,1505,1359,-838,196,-41,-216,1194,162,1
1,1,1637,1380,-1031,185,-158,-308,1376,208,2
1,1,1716,1530,-1138,240,-383,-370,1565,283,3
1,1,1790,1499,-1098,360,-644,-411,1580,395,4
1,1,1783,1516,-1019,387,-862,-471,1552,527,5
1,1,1834,1581,-992,425,-1035,-548,1616,671,6
1,1,1808,1609,-942,522,-1183,-616,1597,823,7
1,1,1803,1081,-628,591,-1347,-706,1194,984,8
1,1,1561,503,-92,520,-1396,-708,642,1117,9
1,1,1262,-89,315,320,-1326,-682,303,1199,10
1,1,956,-229,949,209,-1098,-673,366,1220,11
1,1,793,-598,1312,229,-816,-564,645,1179,12
1,1,546,-849,1597,187,-588,-394,889,1090,13
1,1,643,-793,1746,145,-380,-201,1022,962,14
1,1,523,-857,2044,72,-179,-89,1277,812,15
1,1,1210,-953,2793,162,-93,-55,2189,688,16
1,1,492,-933,1925,63,288,99,1195,613,17
1,1,474,-711,1997,-20,737,235,1172,645,18
1,1,163,-399,2038,-41,1304,337,1083,785,19
1,1,1450,-150,2063,120,1743,298,1526,982,20
1,1,4474,-131,2226,-114,1743,290,3998,1140,21
1,1,2469,162,186,-223,1728,300,1481,1265,22
1,1,1654,84,-1254,-244,1101,203,1077,1241,23
1,1,1838,-386,-947,-146,623,161,1103,1124,24
1,1,1608,-96,-1541,-30,275,189,1229,966,25
1,1,732,668,-1106,38,63,185,485,813,26
1,1,666,228,-933,88,-2,26,168,668,27
1,1,441,-269,-1087,-31,-3,-104,203,556,28
1,1,271,-63,-921,-53,-10,-96,37,467,29
1,1,312,1,-841,50,-26,-54,102,389,30
1,1,349,-37,-839,87,-55,-60,90,335,31
1,1,348,12,-701,74,-93,-110,217,300,32
1,1,272,67,-545,94,-117,-147,387,282,33
1,1,208,31,-491,101,-145,-183,465,276,34
1,1,231,-55,-446,41,-200,-255,494,286,35
1,1,185,-65,-344,-11,-257,-314,604,310,36
1,1,153,-131,-215,-69,-283,-325,705,335,37
1,1,53,-242,-99,-179,-211,-285,733,347,38
1,1,-158,-229,-18,-263,-4,-202,721,344,39
1,1,-8,-16,-52,-269,290,-133,945,358,40
1,1,144,-38,-200,-229,458,-67,750,390,41
1,1,366,-56,-390,-265,561,-14,462,436,42
1,1,676,78,-425,-345,563,34,197,481,43
1,1,944,306,-399,-385,489,94,69,510,44
1,1,1217,587,-367,-373,404,142,400,522,45
1,1,1347,566,-286,-331,287,166,488,511,46
1,1,1531,432,-152,-323,143,157,598,486,47
1,1,1770,399,-189,-343,136,151,824,468,48
1,1,1965,394,-205,-429,156,242,1014,478,49
1,1,2125,620,-46,-546,120,315,1214,510,50
1,1,2200,1007,97,-603,47,347,1421,547,51
1,1,2040,1108,135,-654,-24,319,1325,583,52
1,1,1716,1278,135,-671,0,233,1143,609,53
1,1,1410,1476,154,-545,85,157,1047,601,54
1,1,1265,1510,74,-303,123,78,971,548,55
1,1,1137,1221,-33,-67,84,-9,668,460,56
1,1,1007,896,-103,31,8,-59,351,381,57
1,1,926,712,-106,40,-44,-80,172,325,58
1,1,890,603,-85,14,-63,-90,78,282,59
1,1,855,542,-72,-29,-66,-92,14,248,60
1,1,873,559,-39,-62,-65,-86,37,223,61
1,1,910,621,15,-61,-71,-80,101,203,62
1,1,954,659,59,-33,-78,-86,160,186,63
1,1,969,643,81,-1,-79,-106,165,175,64
1,1,978,627,97,21,-69,-127,244,169,65
