2,5,-831,-109,2431,209,1094,61,18
2,5,74,333,3124,457,1584,-194,19
2,5,2871,-1231,3273,251,1743,-41,20
2,5,3612,-537,840,-211,1490,-178,21
2,5,2373,1020,-3186,-41,586,-86,22
2,5,1704,-146,-1447,81,-263,-34,23
2,5,136,-761,355,318,-394,177,24
2,5,-7,-154,-558,-47,105,115,25
2,5,450,-66,-1153,-116,-68,-29,26
2,5,141,-240,-1109,-177,-505,-154,27
2,5,99,-255,-565,-217,-686,-182,28
2,5,70,-181,-200,-196,-799,-207,29
2,5,-121,-142,146,-161,-727,-217,30
2,5,-367,-129,319,-95,-606,-183,31
2,5,-569,-146,384,-59,-386,-108,32
2,5,-686,-156,485,-105,-120,-55,33
2,5,-620,-149,430,-138,133,-24,34
2,5,-528,-199,391,-181,324,26,35
2,5,-314,-170,306,-223,494,98,36
2,5,-127,-120,169,-261,634,171,37
2,5,143,14,41,-312,786,250,38
2,5,612,256,-49,-329,955,320,39
2,5,1149,510,-137,-296,1063,340,40
2,5,1644,694,-203,-228,997,322,41
2,5,1808,769,-319,-160,662,278,42
2,5,1748,594,-441,-106,454,212,43
2,5,1846,322,-319,-135,326,174,44
2,5,1899,138,-199,-252,207,131,45
2,5,1992,137,17,-371,194,142,46
2,5,2077,179,202,-508,203,207,47
2,5,2113,450,321,-605,167,263,48
2,5,2048,776,319,-601,157,301,49
2,5,1897,1041,221,-504,155,287,50
2,5,1688,1193,103,-350,132,215,51
2,5,1480,1196,-19,-186,113,115,52
2,5,1327,882,-174,-32,117,39,53
2,5,1268,646,-238,25,95,8,54
2,5,1191,487,-295,0,56,10,55
2,5,1197,516,-293,-42,27,10,56
2,5,1187,612,-225,-51,-50,-2,57
2,5,1093,647,-144,-37,-100,-26,58
2,5,1095,633,-65,-20,-117,-65,59
2,5,1124,577,-22,-7,-133,-113,60
2,5,1181,481,20,-12,-136,-155,61
2,5,1227,404,67,-42,-151,-190,62
2,5,1238,347,116,-80,-162,-226,63
2,5,1203,321,156,-106,-161,-253,64
2,5,1161,309,182,-107,-136,-266,65
2,5,1367,2178,-609,118,100,15,1
2,5,1779,2678,-437,261,34,-128,2
2,5,1983,2273,-274,401,-26,-331,3
2,5,2080,1567,-328,421,-22,-464,4
2,5,2068,966,-521,389,-40,-488,5
2,5,2045,503,-724,415,-275,-412,6
2,5,1697,-258,-594,400,-624,-292,7
2,5,1289,-849,-61,300,-796,-184,8
2,5,1349,-429,252,73,-827,-108,9
2,5,1266,495,910,-44,-560,82,10
2,5,1368,2268,580,-100,-267,-134,11
2,5,-1040,-914,-539,55,87,465,12
2,5,-603,-552,-806,14,215,406,13
2,5,-195,-270,-843,68,133,345,14
2,5,222,186,-901,244,-54,288,15
2,5,1097,286,-585,545,-137,192,16
2,5,1817,252,-400,441,-43,236,17
2,5,1284,455,-1481,7,-143,28,18
2,5,933,934,-2028,-83,231,62,19
2,5,623,317,-1244,-71,-229,12,20
2,5,-140,-48,-648,-87,-105,1,21
2,5,102,-74,-470,-151,-21,-28,22
2,5,15,71,-418,-108,-68,-71,23
2,5,-62,-129,-360,-25,28,-72,24
2,5,40,-260,-319,-61,51,-53,25
2,5,92,-275,-274,-146,97,-9,26
2,5,61,-108,-154,-241,121,10,27
2,5,124,71,-178,-213,202,23,28
2,5,554,220,-311,-231,442,167,31
2,5,821,305,-351,-211,570,222,32
2,5,1154,453,-416,-180,651,251,33
2,5,1508,505,-436,-140,670,270,34
2,5,1664,507,-426,-132,500,237,35
2,5,1680,449,-495,-127,397,197,36
2,5,1741,280,-492,-164,373,189,37
2,5,1757,308,-465,-234,307,177,38
2,5,1808,451,-419,-267,264,179,39
2,5,1747,538,-407,-294,190,163,40
2,5,1567,686,-351,-325,102,111,41
2,5,1459,771,-313,-333,67,40,42
2,5,1342,746,-274,-327,32,-29,43
2,5,1202,713,-223,-309,-23,-83,44
2,5,1083,683,-187,-262,-58,-120,45
2,5,1022,627,-152,-187,-77,-141,46
2,5,991,569,-125,-97,-76,-142,47
2,5,982,509,-112,-16,-69,-132,48
2,5,990,354,-99,19,-54,-121,49
2,5,1050,283,-85,-16,-55,-130,50
2,5,1063,276,-72,-63,-69,-134,51
2,5,1038,328,-40,-67,-75,-128,52
2,5,990,341,-9,-68,-79,-131,53
2,5,972,325,5,-56,-67,-136,54
2,5,952,295,18,-39,-52,-133,55
2,5,942,272,15,-5,-34,-112,56
2,5,908,258,3,24,-26,-80,57
2,5,859,228,-15,35,-10,-57,58
2,5,845,215,-35,22,-1,-39,59
2,5,825,226,-52,7,-2,-22,60
2,5,836,230,-55,0,-1,-1,61
2,5,843,240,-38,-9,-6,18,62
2,5,848,255,-31,-19,-6,38,63
2,5,851,284,-19,-25,-1,57,64
2,5,876,312,-19,-25,4,74,65
