2,5,635,51,-1240,-168,22,85,1
2,5,732,-297,-1152,-8,5,220,2
2,5,865,-444,-1404,-32,-27,264,3
2,5,1014,-866,-1580,-58,-84,372,4
2,5,933,-559,-1354,-32,-82,511,5
2,5,977,-305,-1505,-81,-113,561,6
2,5,1169,-212,-1278,-144,-283,640,7
2,5,1170,642,-612,-102,-352,649,8
2,5,1187,1167,-18,-142,-469,647,9
2,5,1039,1931,1267,-72,-453,725,10
2,5,109,3250,1587,125,194,603,11
2,5,-888,1202,-1134,145,421,611,12
2,5,-699,637,-1690,-362,79,61,13
2,5,-219,-416,-1336,-390,-58,-44,14
2,5,-254,-622,-1047,-234,-17,81,15
2,5,-57,-364,-1116,-266,-115,38,16
2,5,1064,346,5,-83,-271,-2,17
2,5,1566,1415,947,-42,-91,-42,18
2,5,1566,1212,463,-538,-152,-64,19
2,5,492,1803,-298,-392,-56,-37,20
2,5,567,1390,-491,-209,-75,-188,21
2,5,388,936,-295,-47,-58,-134,22
2,5,123,844,-196,53,49,-134,23
2,5,110,737,-234,41,150,-158,24
2,5,217,489,-479,-14,205,-147,25
2,5,253,496,-686,23,241,-132,26
2,5,245,678,-732,93,246,-162,27
2,5,255,936,-610,156,246,-303,28
2,5,571,862,-464,202,305,-524,29
2,5,963,621,-315,215,345,-692,30
2,5,1392,165,-553,246,440,-691,31
2,5,1250,-68,-1196,115,319,-497,32
2,5,1125,-136,-1201,158,227,-415,33
2,5,1137,-426,-1227,161,151,-304,34
2,5,1140,-404,-1153,239,158,-128,35
2,5,916,-132,-946,155,125,-144,36
2,5,799,-284,-1107,68,75,-22,37
2,5,711,93,-964,94,70,-55,38
2,5,608,83,-984,26,-66,10,39
2,5,443,357,-916,-71,-164,26,40
2,5,280,500,-669,-23,-237,32,41
2,5,95,237,-474,189,-135,17,42
2,5,-86,196,-790,341,-128,-15,43
2,5,-96,47,-2236,42,-202,-39,44
2,5,0,110,-844,47,-55,-62,45
2,5,1,54,-1071,31,-47,-70,46
2,5,-163,-2,-655,158,172,-79,47
2,5,150,-91,-1137,129,103,-24,48
2,5,240,-164,-837,30,-36,-36,49
2,5,234,-152,-914,-6,-3,-16,50
2,5,156,-79,-916,-10,1,-1,51
2,5,176,-98,-919,-7,3,-2,52
2,5,171,-90,-917,-5,4,-2,53
2,5,174,-94,-919,-6,4,-2,54
2,5,170,-94,-916,-6,3,-2,55
2,5,172,-90,-910,-6,2,-1,56
2,5,172,-96,-913,-6,3,-2,57
2,5,171,-91,-914,-6,3,-1,58
2,5,172,-94,-916,-6,3,-1,59
2,5,174,-93,-912,-6,3,-2,60
2,5,172,-94,-913,-6,3,-1,61
2,5,165,-91,-910,-6,1,-3,62
2,5,176,-95,-910,-6,2,-1,63
2,5,175,-93,-911,-6,3,-1,64
2,5,173,-94,-914,-6,3,-1,65
2,5,1448,-640,529,399,433,-163,1
2,5,1177,-733,375,450,289,31,2
2,5,1386,-881,-125,274,322,136,3
2,5,1735,-518,-533,149,191,254,4
2,5,1888,-438,-774,104,82,308,5
2,5,2088,-283,-904,-47,-171,314,6
2,5,2340,-47,-896,-187,-413,276,7
2,5,2460,149,-378,-326,-772,225,8
2,5,2359,297,307,-415,-1003,99,9
2,5,1443,698,1169,-233,-1054,105,10
2,5,211,546,1094,79,-369,91,11
2,5,707,-65,-489,-31,86,-35,12
2,5,761,-27,-567,-58,65,37,13
2,5,749,150,-482,-71,30,34,14
2,5,708,141,-393,-60,62,7,15
2,5,783,116,-487,-73,49,19,16
2,5,828,173,-591,-66,46,65,17
2,5,761,284,-497,-71,-6,94,18
2,5,773,357,-444,-61,17,98,19
2,5,732,423,-542,-54,17,91,20
2,5,660,471,-575,-38,30,86,21
2,5,736,469,-579,-25,49,69,22
2,5,784,487,-584,-25,37,44,23
2,5,842,454,-499,-32,13,15,24
2,5,854,408,-393,-55,-5,-14,25
2,5,831,378,-262,-80,-9,-40,26
2,5,825,361,-207,-84,14,-63,27
2,5,803,350,-211,-68,35,-76,28
2,5,792,321,-227,-35,60,-77,29
2,5,743,308,-234,-7,70,-76,30
2,5,735,281,-257,33,103,-64,31
2,5,713,257,-283,58,112,-46,32
2,5,752,270,-316,79,142,-19,33
2,5,808,311,-332,87,143,0,34
2,5,871,357,-319,101,140,13,35
2,5,916,391,-283,117,127,18,36
2,5,960,412,-239,136,123,19,37
2,5,1037,415,-180,140,111,15,38
2,5,1043,430,-112,123,75,0,39
2,5,1128,410,-75,111,88,-27,40
2,5,1357,317,-44,94,100,-42,41
2,5,1316,330,12,66,44,-33,42
2,5,1105,415,67,42,47,-31,43
2,5,973,432,77,32,76,-65,44
2,5,896,394,45,34,146,-108,45
2,5,924,393,3,70,178,-118,46
2,5,955,401,-20,167,189,-117,47
2,5,976,324,-19,280,188,-108,48
2,5,978,182,-38,344,181,-88,49
2,5,950,122,-97,358,174,-60,50
2,5,935,82,-168,345,178,-20,51
2,5,951,90,-242,301,162,27,52
2,5,974,165,-274,245,124,71,53
2,5,1000,265,-262,209,80,99,54
2,5,984,336,-228,186,35,109,55
2,5,962,400,-198,171,12,111,56
2,5,994,462,-188,172,-6,100,57
2,5,1021,440,-198,168,-24,83,58
2,5,1147,373,-188,122,-47,65,59
2,5,1294,358,-168,37,-95,49,60
2,5,1147,395,-102,-64,-139,24,61
2,5,1134,422,32,-170,-171,-34,62
2,5,1132,449,80,-226,-139,-121,63
2,5,1176,430,111,-210,-78,-182,64
2,5,1079,442,138,-142,-58,-210,65
2,5,1857,1193,-1716,234,-323,-345,1
2,5,1969,851,-1319,151,-523,-390,2
2,5,1794,468,-730,128,-672,-391,3
2,5,1600,-143,-165,84,-758,-371,4
2,5,1354,-438,397,19,-948,-372,5
2,5,1099,-604,1133,12,-973,-298,6
2,5,540,-474,2185,54,-651,-229,7
2,5,27,-316,3273,85,-123,-70,8
2,5,112,-455,3509,-44,419,-171,9
2,5,416,-79,3393,19,1012,-170,10
2,5,2851,-1008,3337,-20,1743,2,11
2,5,940,579,1778,55,-1472,-230,12
2,5,485,161,2524,122,-1100,-352,13
2,5,96,-273,3398,145,-711,-314,14
2,5,-643,-342,3642,136,-576,-159,15
2,5,-917,-11,3160,138,287,-89,16
2,5,-314,407,3528,271,1664,-126,17
2,5,2289,-147,3922,470,1743,-200,18
2,5,3922,-513,3922,67,1743,-154,19
2,5,3922,-415,537,-248,1629,-77,20
2,5,3547,490,-3496,16,61,172,21
2,5,1409,-300,-1123,560,-164,418,22
2,5,-269,-817,50,253,-427,176,23
2,5,-598,-315,-856,-364,308,-217,24
2,5,270,-700,-1250,-187,-13,-163,25
2,5,261,-179,-1315,-129,-244,-43,26
2,5,413,-139,-984,-53,-661,-137,27
2,5,841,-449,-261,-143,-907,-268,28
2,5,948,-292,426,-120,-996,-322,29
2,5,36,-207,820,-46,-1025,-188,30
2,5,-461,-180,876,-88,-564,-113,31
2,5,-377,-144,896,-81,-75,-45,32
2,5,-203,-162,668,-82,291,-3,33
2,5,178,-211,502,-109,497,63,34
2,5,342,-217,418,-162,538,148,35
2,5,462,-235,365,-248,645,254,36
2,5,698,28,255,-332,810,405,37
2,5,1435,281,273,-385,1229,619,38
2,5,2711,650,651,-455,1684,677,39
2,5,3626,1164,713,-335,1341,522,40
2,5,3573,1251,253,-183,892,327,41
2,5,3238,676,118,-180,567,108,42
2,5,3023,287,45,-389,306,-32,43
2,5,2747,370,174,-599,237,0,44
2,5,2672,934,216,-622,208,150,45
2,5,2319,1461,103,-501,48,203,46
2,5,1773,1609,-144,-309,-16,106,47
2,5,1500,1170,-357,-139,115,-63,48
2,5,1497,623,-401,-161,78,-185,49
2,5,1284,508,-371,-221,-96,-213,50
2,5,1135,613,-249,-180,-159,-177,51
2,5,1125,627,-125,-61,-198,-138,52
2,5,1093,531,-32,38,-234,-103,53
2,5,1030,430,19,61,-225,-84,54
2,5,1002,387,37,27,-194,-96,55
2,5,1004,384,48,-12,-153,-126,56
2,5,993,386,47,-28,-125,-151,57
2,5,995,364,38,-17,-88,-160,58
2,5,1025,318,21,0,-70,-157,59
2,5,1047,255,19,5,-72,-149,60
2,5,774,184,84,-41,-95,-122,63
2,5,714,171,72,-36,-56,-97,64
2,5,690,163,41,-20,-15,-54,65
2,5,1215,1168,-513,188,90,-87,1
2,5,1600,1386,-522,244,181,-80,2
2,5,2151,1544,-433,280,120,-103,3
2,5,2566,1756,-302,309,-71,-285,4
2,5,2761,1336,-220,307,-349,-528,5
2,5,2712,938,-171,190,-691,-741,6
2,5,2293,462,200,130,-922,-792,7
2,5,1618,1,486,114,-932,-774,8
2,5,1011,-377,744,130,-800,-708,9
2,5,720,-549,1008,117,-594,-639,10
2,5,602,-628,1390,167,-359,-594,11
2,5,1667,851,247,213,-1560,46,12
2,5,1342,666,769,213,-1350,38,13
2,5,973,247,2118,111,-1224,19,14
2,5,-31,347,3259,91,-1125,-365,15
2,5,-902,-130,3640,407,-836,-502,16
2,5,-1019,-713,2776,355,425,-254,17
